Name*P*T*GLSP_CPU*GLSP_LB*GLSP_UB*GLSP_Obj*GLSP_Gap*Nconsts*Nvars* 
Results\SingleMachineCapVar2_GLSP_NF_5_5\Data1-15-15-0,6-0,5-100-100-100-0,dat*5*5*3,693*4175*4175*4175*0*1050*900
Results\SingleMachineCapVar2_GLSP_NF_5_5\Data1-15-15-0,6-0,5-100-100-100-1,dat*5*5*3,66*3592,75*3593*3593*7,05315e-05*1050*900
Results\SingleMachineCapVar2_GLSP_NF_5_5\Data1-15-15-0,6-0,5-100-100-100-2,dat*5*5*3,448*3931*3931*3931*0*1050*900
Results\SingleMachineCapVar2_GLSP_NF_5_5\Data1-15-15-0,6-0,5-100-100-100-3,dat*5*5*3,951*4050,78*4051*4051*5,49458e-05*1050*900
Results\SingleMachineCapVar2_GLSP_NF_5_5\Data1-15-15-0,6-0,5-100-100-100-4,dat*5*5*4,206*4072*4072*4072*0*1050*900
Results\SingleMachineCapVar2_GLSP_NF_5_5\Data1-15-15-0,6-0,5-50-100-100-0,dat*5*5*3,389*2174*2174*2174*0*1050*900
Results\SingleMachineCapVar2_GLSP_NF_5_5\Data1-15-15-0,6-0,5-50-100-100-1,dat*5*5*2,471*2042*2042*2042*0*1050*900
Results\SingleMachineCapVar2_GLSP_NF_5_5\Data1-15-15-0,6-0,5-50-100-100-2,dat*5*5*3,437*1969*1969*1969*0*1050*900
Results\SingleMachineCapVar2_GLSP_NF_5_5\Data1-15-15-0,6-0,5-50-100-100-3,dat*5*5*4,255*2136*2136*2136*0*1050*900
Results\SingleMachineCapVar2_GLSP_NF_5_5\Data1-15-15-0,6-0,5-50-100-100-4,dat*5*5*2,893*2039*2039*2039*0*1050*900
Results\SingleMachineCapVar2_GLSP_NF_5_5\Data1-15-15-0,8-0,5-100-100-100-0,dat*5*5*4,358*4174,71*4175*4175*6,95067e-05*1050*900
Results\SingleMachineCapVar2_GLSP_NF_5_5\Data1-15-15-0,8-0,5-100-100-100-1,dat*5*5*3,373*3592,79*3593*3593*5,84766e-05*1050*900
Results\SingleMachineCapVar2_GLSP_NF_5_5\Data1-15-15-0,8-0,5-100-100-100-2,dat*5*5*3,717*3931*3931*3931*0*1050*900
Results\SingleMachineCapVar2_GLSP_NF_5_5\Data1-15-15-0,8-0,5-100-100-100-3,dat*5*5*4,204*4051*4051*4051*0*1050*900
Results\SingleMachineCapVar2_GLSP_NF_5_5\Data1-15-15-0,8-0,5-100-100-100-4,dat*5*5*3,963*4072*4072*4072*0*1050*900
Results\SingleMachineCapVar2_GLSP_NF_5_5\Data1-15-15-0,8-0,5-50-100-100-0,dat*5*5*3,713*2174*2174*2174*0*1050*900
Results\SingleMachineCapVar2_GLSP_NF_5_5\Data1-15-15-0,8-0,5-50-100-100-1,dat*5*5*3,583*2041,81*2042*2042*9,2249e-05*1050*900
Results\SingleMachineCapVar2_GLSP_NF_5_5\Data1-15-15-0,8-0,5-50-100-100-2,dat*5*5*3,702*1969*1969*1969*0*1050*900
Results\SingleMachineCapVar2_GLSP_NF_5_5\Data1-15-15-0,8-0,5-50-100-100-3,dat*5*5*3,925*2136*2136*2136*0*1050*900
Results\SingleMachineCapVar2_GLSP_NF_5_5\Data1-15-15-0,8-0,5-50-100-100-4,dat*5*5*3,353*2039*2039*2039*0*1050*900
