Name,P,T,GLSP_CPU,GLSP_LB,GLSP_UB,GLSP_Obj,GLSP_Gap,Nconsts,Nvars, 
Results\SingleMachineCapVar2_GLSP_NF_15_10\Data1-15-15-0.6-0.5-100-100-100-0.dat,15,10,601.167,22803.5,42277,42277,0.460618,29545,38400
Results\SingleMachineCapVar2_GLSP_NF_15_10\Data1-15-15-0.6-0.5-100-100-100-1.dat,15,10,601.012,22000.8,48591,48591,0.547225,29545,38400
Results\SingleMachineCapVar2_GLSP_NF_15_10\Data1-15-15-0.6-0.5-100-100-100-2.dat,15,10,601.101,22854.3,45181,45181,0.494161,29545,38400
Results\SingleMachineCapVar2_GLSP_NF_15_10\Data1-15-15-0.6-0.5-100-100-100-3.dat,15,10,600.967,21857,45583,45583,0.520501,29545,38400
Results\SingleMachineCapVar2_GLSP_NF_15_10\Data1-15-15-0.6-0.5-100-100-100-4.dat,15,10,600.896,22043.5,43270,43270,0.490559,29545,38400
Results\SingleMachineCapVar2_GLSP_NF_15_10\Data1-15-15-0.6-0.5-50-100-100-0.dat,15,10,600.944,14756.4,23822,23822,0.380557,29545,38400
Results\SingleMachineCapVar2_GLSP_NF_15_10\Data1-15-15-0.6-0.5-50-100-100-1.dat,15,10,602.259,13706.7,24654,24654,0.444039,29545,38400
Results\SingleMachineCapVar2_GLSP_NF_15_10\Data1-15-15-0.6-0.5-50-100-100-2.dat,15,10,602.702,14787.6,25920,25920,0.429492,29545,38400
Results\SingleMachineCapVar2_GLSP_NF_15_10\Data1-15-15-0.6-0.5-50-100-100-3.dat,15,10,601.708,13956.5,23779,23779,0.413074,29545,38400
Results\SingleMachineCapVar2_GLSP_NF_15_10\Data1-15-15-0.6-0.5-50-100-100-4.dat,15,10,601.404,13186.8,25095,25095,0.474526,29545,38400
Results\SingleMachineCapVar2_GLSP_NF_15_10\Data1-15-15-0.8-0.5-100-100-100-0.dat,15,10,601.107,23053.4,45811,45811,0.496771,29545,38400
Results\SingleMachineCapVar2_GLSP_NF_15_10\Data1-15-15-0.8-0.5-100-100-100-1.dat,15,10,601.104,21284.9,52144,52144,0.591805,29545,38400
Results\SingleMachineCapVar2_GLSP_NF_15_10\Data1-15-15-0.8-0.5-100-100-100-2.dat,15,10,600.776,20659,52643,52643,0.607564,29545,38400
Results\SingleMachineCapVar2_GLSP_NF_15_10\Data1-15-15-0.8-0.5-100-100-100-3.dat,15,10,601.244,21585.4,48917,48917,0.558734,29545,38400
Results\SingleMachineCapVar2_GLSP_NF_15_10\Data1-15-15-0.8-0.5-100-100-100-4.dat,15,10,600.737,22206.2,51363,51363,0.567662,29545,38400
Results\SingleMachineCapVar2_GLSP_NF_15_10\Data1-15-15-0.8-0.5-50-100-100-0.dat,15,10,600.85,15074.8,25031,25031,0.397755,29545,38400
Results\SingleMachineCapVar2_GLSP_NF_15_10\Data1-15-15-0.8-0.5-50-100-100-1.dat,15,10,601.955,13994.7,24918,24918,0.438369,29545,38400
Results\SingleMachineCapVar2_GLSP_NF_15_10\Data1-15-15-0.8-0.5-50-100-100-2.dat,15,10,601.491,13611.5,24748,24748,0.449995,29545,38400
Results\SingleMachineCapVar2_GLSP_NF_15_10\Data1-15-15-0.8-0.5-50-100-100-3.dat,15,10,601.553,14416.8,24345,24345,0.407812,29545,38400
Results\SingleMachineCapVar2_GLSP_NF_15_10\Data1-15-15-0.8-0.5-50-100-100-4.dat,15,10,600.718,15164.2,23448,23448,0.353282,29545,38400
