Name*P*T*TwoPhase_Callback_Cut*TwoPhase_CPU*TwoPhase_LB*TwoPhase_UB*TwoPhase_Obj*TwoPhase_Gap*TwoPhase_Callback_CPU*TwoPhase_Callback_Call*SP_Cons_CPU*SP_Solve_CPU*Nconsts*Nvars* 
Results\SingleMachineCapVar2_TwoPhase_Callback_15_5\Data1-15-15-0,6-0,5-100-100-100-0,dat*15*5*286*600,609*100*36730*36730*0,997277*1231,72*301*4,589*1208,13*220*232
Results\SingleMachineCapVar2_TwoPhase_Callback_15_5\Data1-15-15-0,6-0,5-100-100-100-1,dat*15*5*884*600,124*96*34824*34824*0,997243*1354,51*913*12,493*1323,48*220*232
Results\SingleMachineCapVar2_TwoPhase_Callback_15_5\Data1-15-15-0,6-0,5-100-100-100-2,dat*15*5*1442*600,332*168*34248*34248*0,995095*1437,49*1474*19,525*1393,95*220*232
Results\SingleMachineCapVar2_TwoPhase_Callback_15_5\Data1-15-15-0,6-0,5-100-100-100-3,dat*15*5*160*773,252*80*35830*35830*0,997767*1044,58*188*2,701*1028,7*220*232
Results\SingleMachineCapVar2_TwoPhase_Callback_15_5\Data1-15-15-0,6-0,5-100-100-100-4,dat*15*5*1123*602,32*171*34186*34186*0,994998*1102,1*1149*16,02*1059,86*220*232
Results\SingleMachineCapVar2_TwoPhase_Callback_15_5\Data1-15-15-0,6-0,5-50-100-100-0,dat*15*5*345*603,52*106*18719*18719*0,994337*1306,87*359*5,543*1286,24*220*232
Results\SingleMachineCapVar2_TwoPhase_Callback_15_5\Data1-15-15-0,6-0,5-50-100-100-1,dat*15*5*1002*600,373*102*18460*18460*0,994475*1338,9*1023*14,054*1303,85*220*232
Results\SingleMachineCapVar2_TwoPhase_Callback_15_5\Data1-15-15-0,6-0,5-50-100-100-2,dat*15*5*1432*600,905*180*17894*17894*0,989941*1471,71*1459*20,176*1425,97*220*232
Results\SingleMachineCapVar2_TwoPhase_Callback_15_5\Data1-15-15-0,6-0,5-50-100-100-3,dat*15*5*250*641,98*104*18243*18243*0,994299*858,351*269*4,022*841,726*220*232
Results\SingleMachineCapVar2_TwoPhase_Callback_15_5\Data1-15-15-0,6-0,5-50-100-100-4,dat*15*5*1523*602,674*177*18431*18431*0,990397*1185,82*1540*21,655*1146,37*220*232
Results\SingleMachineCapVar2_TwoPhase_Callback_15_5\Data1-15-15-0,8-0,5-100-100-100-0,dat*15*5*444*605,179*122*36731*36731*0,996679*1383,87*463*6,446*1361,91*220*232
Results\SingleMachineCapVar2_TwoPhase_Callback_15_5\Data1-15-15-0,8-0,5-100-100-100-1,dat*15*5*102*850,368*86*37087*37087*0,997681*1062,45*118*1,608*1050,34*220*232
Results\SingleMachineCapVar2_TwoPhase_Callback_15_5\Data1-15-15-0,8-0,5-100-100-100-2,dat*15*5*1712*601,071*200*33366*33366*0,994006*1539,4*1754*22,706*1483,81*220*232
Results\SingleMachineCapVar2_TwoPhase_Callback_15_5\Data1-15-15-0,8-0,5-100-100-100-3,dat*15*5*99*839,987*0*35862*35862*1*1099,72*112*1,647*1091,25*220*232
Results\SingleMachineCapVar2_TwoPhase_Callback_15_5\Data1-15-15-0,8-0,5-100-100-100-4,dat*15*5*1591*610,55*171*33934*33934*0,994961*1250,51*1640*21,544*1199,86*220*232
Results\SingleMachineCapVar2_TwoPhase_Callback_15_5\Data1-15-15-0,8-0,5-50-100-100-0,dat*15*5*511*608,53*122*18660*18660*0,993462*1347,01*529*7,842*1317,89*220*232
Results\SingleMachineCapVar2_TwoPhase_Callback_15_5\Data1-15-15-0,8-0,5-50-100-100-1,dat*15*5*78*704,065*86*19025*19025*0,99548*912,946*84*1,165*908,327*220*232
Results\SingleMachineCapVar2_TwoPhase_Callback_15_5\Data1-15-15-0,8-0,5-50-100-100-2,dat*15*5*1722*600,857*160*17918*17918*0,99107*1538,8*1736*22,796*1493,56*220*232
Results\SingleMachineCapVar2_TwoPhase_Callback_15_5\Data1-15-15-0,8-0,5-50-100-100-3,dat*15*5*31*759,379*0*18393*18393*1*811,632*41*0,46*805,602*220*232
Results\SingleMachineCapVar2_TwoPhase_Callback_15_5\Data1-15-15-0,8-0,5-50-100-100-4,dat*15*5*1173*600,226*171*18481*18481*0,990747*1093,36*1188*17,445*1061,75*220*232
