Name,P,T,GLSP_CPU,GLSP_LB,GLSP_UB,GLSP_Obj,GLSP_Gap,Nconsts,Nvars, 
Results\SingleMachineCapVar2_GLSP_NF_5_5\Data1-15-15-0.6-0.5-100-100-100-0.dat,5,5,77.728,9692.03,9693,9693,9.9738e-05,1050,900
Results\SingleMachineCapVar2_GLSP_NF_5_5\Data1-15-15-0.6-0.5-100-100-100-1.dat,5,5,51.013,7686.23,7687,7687,9.98729e-05,1050,900
Results\SingleMachineCapVar2_GLSP_NF_5_5\Data1-15-15-0.6-0.5-100-100-100-2.dat,5,5,63.07,9128.09,9129,9129,9.94579e-05,1050,900
Results\SingleMachineCapVar2_GLSP_NF_5_5\Data1-15-15-0.6-0.5-100-100-100-3.dat,5,5,86.148,8430.16,8431,8431,9.98234e-05,1050,900
Results\SingleMachineCapVar2_GLSP_NF_5_5\Data1-15-15-0.6-0.5-100-100-100-4.dat,5,5,134.626,9798.03,9799,9799,9.90616e-05,1050,900
Results\SingleMachineCapVar2_GLSP_NF_5_5\Data1-15-15-0.6-0.5-50-100-100-0.dat,5,5,49.568,5988.45,5989,5989,9.23167e-05,1050,900
Results\SingleMachineCapVar2_GLSP_NF_5_5\Data1-15-15-0.6-0.5-50-100-100-1.dat,5,5,31.208,4882.56,4883,4883,9.10083e-05,1050,900
Results\SingleMachineCapVar2_GLSP_NF_5_5\Data1-15-15-0.6-0.5-50-100-100-2.dat,5,5,41.438,5687.44,5688,5688,9.87665e-05,1050,900
Results\SingleMachineCapVar2_GLSP_NF_5_5\Data1-15-15-0.6-0.5-50-100-100-3.dat,5,5,188.477,5423.46,5424,5424,9.96581e-05,1050,900
Results\SingleMachineCapVar2_GLSP_NF_5_5\Data1-15-15-0.6-0.5-50-100-100-4.dat,5,5,44.493,6072.41,6073,6073,9.73955e-05,1050,900
Results\SingleMachineCapVar2_GLSP_NF_5_5\Data1-15-15-0.8-0.5-100-100-100-0.dat,5,5,65.494,9692.05,9693,9693,9.84738e-05,1050,900
Results\SingleMachineCapVar2_GLSP_NF_5_5\Data1-15-15-0.8-0.5-100-100-100-1.dat,5,5,29.111,7686.25,7687,7687,9.82028e-05,1050,900
Results\SingleMachineCapVar2_GLSP_NF_5_5\Data1-15-15-0.8-0.5-100-100-100-2.dat,5,5,27.95,9128.09,9129,9129,9.98979e-05,1050,900
Results\SingleMachineCapVar2_GLSP_NF_5_5\Data1-15-15-0.8-0.5-100-100-100-3.dat,5,5,29.071,8430.18,8431,8431,9.71968e-05,1050,900
Results\SingleMachineCapVar2_GLSP_NF_5_5\Data1-15-15-0.8-0.5-100-100-100-4.dat,5,5,79.335,9798.03,9799,9799,9.88846e-05,1050,900
Results\SingleMachineCapVar2_GLSP_NF_5_5\Data1-15-15-0.8-0.5-50-100-100-0.dat,5,5,30.702,5988.4,5989,5989,9.96429e-05,1050,900
Results\SingleMachineCapVar2_GLSP_NF_5_5\Data1-15-15-0.8-0.5-50-100-100-1.dat,5,5,106.435,4882.51,4883,4883,9.97901e-05,1050,900
Results\SingleMachineCapVar2_GLSP_NF_5_5\Data1-15-15-0.8-0.5-50-100-100-2.dat,5,5,12.767,5687.45,5688,5688,9.61946e-05,1050,900
Results\SingleMachineCapVar2_GLSP_NF_5_5\Data1-15-15-0.8-0.5-50-100-100-3.dat,5,5,111.118,5423.46,5424,5424,9.99256e-05,1050,900
Results\SingleMachineCapVar2_GLSP_NF_5_5\Data1-15-15-0.8-0.5-50-100-100-4.dat,5,5,32.172,6072.4,6073,6073,9.87351e-05,1050,900
