Name*P*T*TwoPhase_Callback_Cut*TwoPhase_CPU*TwoPhase_LB*TwoPhase_UB*TwoPhase_Obj*TwoPhase_Gap*TwoPhase_Callback_CPU*TwoPhase_Callback_Call*SP_Cons_CPU*SP_Solve_CPU*Nconsts*Nvars* 
Results\SingleMachineCapVar2_TwoPhase_Callback_5_5\Data1-15-15-0,6-0,5-100-100-100-0,dat*5*5*28999*600,119*1496*10053*10053*0,851189*1254,53*29027*27,8*1150,08*80*82
Results\SingleMachineCapVar2_TwoPhase_Callback_5_5\Data1-15-15-0,6-0,5-100-100-100-1,dat*5*5*31577*600,085*964*7897*7897*0,877928*1136,6*31610*28,321*1029,87*80*82
Results\SingleMachineCapVar2_TwoPhase_Callback_5_5\Data1-15-15-0,6-0,5-100-100-100-2,dat*5*5*29083*600,063*1533*9456*9456*0,837881*1116,94*29114*27,829*1014,21*80*82
Results\SingleMachineCapVar2_TwoPhase_Callback_5_5\Data1-15-15-0,6-0,5-100-100-100-3,dat*5*5*28546*600,077*1074*8785*8785*0,877746*1295,07*28573*27,407*1196,7*80*82
Results\SingleMachineCapVar2_TwoPhase_Callback_5_5\Data1-15-15-0,6-0,5-100-100-100-4,dat*5*5*26077*600,138*1650*10057*10057*0,835935*1288,48*26095*26,301*1193,4*80*82
Results\SingleMachineCapVar2_TwoPhase_Callback_5_5\Data1-15-15-0,6-0,5-50-100-100-0,dat*5*5*28031*600,121*1600*5989*5989*0,732844*1197,84*28046*25,691*1101,63*80*82
Results\SingleMachineCapVar2_TwoPhase_Callback_5_5\Data1-15-15-0,6-0,5-50-100-100-1,dat*5*5*31165*600,122*979*4992*4992*0,803886*1108,59*31190*27,33*1002,76*80*82
Results\SingleMachineCapVar2_TwoPhase_Callback_5_5\Data1-15-15-0,6-0,5-50-100-100-2,dat*5*5*29078*600,116*1559*5688*5688*0,725914*1090,29*29089*25,351*994,137*80*82
Results\SingleMachineCapVar2_TwoPhase_Callback_5_5\Data1-15-15-0,6-0,5-50-100-100-3,dat*5*5*26980*600,093*1086*5499*5499*0,80251*1187,07*27003*25,881*1091,88*80*82
Results\SingleMachineCapVar2_TwoPhase_Callback_5_5\Data1-15-15-0,6-0,5-50-100-100-4,dat*5*5*25959*600,09*1698*6073*6073*0,720402*1286,73*25962*25,598*1197,58*80*82
Results\SingleMachineCapVar2_TwoPhase_Callback_5_5\Data1-15-15-0,8-0,5-100-100-100-0,dat*5*5*29669*600,054*1523*9920*9920*0,846472*1244,5*29692*26,383*1142,64*80*82
Results\SingleMachineCapVar2_TwoPhase_Callback_5_5\Data1-15-15-0,8-0,5-100-100-100-1,dat*5*5*31574*600,099*952*8275*8275*0,884955*1127,98*31611*27,814*1014,91*80*82
Results\SingleMachineCapVar2_TwoPhase_Callback_5_5\Data1-15-15-0,8-0,5-100-100-100-2,dat*5*5*29796*600,099*1511*9454*9454*0,840173*1130,08*29828*27,733*1028,01*80*82
Results\SingleMachineCapVar2_TwoPhase_Callback_5_5\Data1-15-15-0,8-0,5-100-100-100-3,dat*5*5*28410*600,097*1013,25*8719*8719*0,883789*1277,88*28435*24,765*1181,92*80*82
Results\SingleMachineCapVar2_TwoPhase_Callback_5_5\Data1-15-15-0,8-0,5-100-100-100-4,dat*5*5*27164*600,083*1650*10014*10014*0,835231*1277,78*27185*26,912*1178,7*80*82
Results\SingleMachineCapVar2_TwoPhase_Callback_5_5\Data1-15-15-0,8-0,5-50-100-100-0,dat*5*5*28553*600,067*1566*5989*5989*0,738521*1236,53*28574*27,52*1137,96*80*82
Results\SingleMachineCapVar2_TwoPhase_Callback_5_5\Data1-15-15-0,8-0,5-50-100-100-1,dat*5*5*30796*600,098*1002*4961*4961*0,798025*1112,72*30819*27,612*1007,91*80*82
Results\SingleMachineCapVar2_TwoPhase_Callback_5_5\Data1-15-15-0,8-0,5-50-100-100-2,dat*5*5*27991*600,113*1546*5688*5688*0,7282*1062*28000*26,576*964,531*80*82
Results\SingleMachineCapVar222_TwoPhase_Callback_5_5\Data1-15-15-0,8-0,5-50-100-100-3,dat*5*5*27842*600,12*1069*5515*5515*0,806165*1226,53*27858*26,015*1129,39*80*82
Results\SingleMachineCapVar222_TwoPhase_Callback_5_5\Data1-15-15-0,8-0,5-50-100-100-4,dat*5*5*25948*600,166*1705*6073*6073*0,719249*1290,66*25954*26,421*1200,15*80*82
