Name,P,T,GLSP_CPU,GLSP_Solve,GLSP_LB,GLSP_UB,GLSP_Obj,GLSP_Gap, 
Results\SingleMachineCapVar2_5_15\Data1-15-15-0.6-0.5-100-100-100-0.dat,5,15,600.356,600,25478,28577,28577,0.108445
Results\SingleMachineCapVar2_5_15\Data1-15-15-0.6-0.5-100-100-100-1.dat,5,15,600.367,600,18176.4,22928,22928,0.207238
Results\SingleMachineCapVar2_5_15\Data1-15-15-0.6-0.5-100-100-100-2.dat,5,15,600.39,600,23296.1,27417,27417,0.150303
Results\SingleMachineCapVar2_5_15\Data1-15-15-0.6-0.5-100-100-100-3.dat,5,15,602.85,602,15245.2,25214,25214,0.395367
Results\SingleMachineCapVar2_5_15\Data1-15-15-0.6-0.5-100-100-100-4.dat,5,15,600.41,600,24731.7,28720,28720,0.13887
Results\SingleMachineCapVar2_5_15\Data1-15-15-0.6-0.5-50-100-100-0.dat,5,15,569.63,569,18026.2,18028,18028,9.99691e-05
Results\SingleMachineCapVar2_5_15\Data1-15-15-0.6-0.5-50-100-100-1.dat,5,15,600.321,600,13652.7,14611,14611,0.0655844
Results\SingleMachineCapVar2_5_15\Data1-15-15-0.6-0.5-50-100-100-2.dat,5,15,77.884,77,16907.3,16909,16909,9.99499e-05
Results\SingleMachineCapVar2_5_15\Data1-15-15-0.6-0.5-50-100-100-3.dat,5,15,600.515,600,14602.4,15928,15928,0.0832274
Results\SingleMachineCapVar2_5_15\Data1-15-15-0.6-0.5-50-100-100-4.dat,5,15,600.326,600,18010.7,18091,18091,0.00443818
Results\SingleMachineCapVar2_5_15\Data1-15-15-0.8-0.5-100-100-100-0.dat,5,15,600.452,600,23327.3,28884,28884,0.192381
Results\SingleMachineCapVar2_5_15\Data1-15-15-0.8-0.5-100-100-100-1.dat,5,15,600.426,600,17269.2,22879,22879,0.245192
Results\SingleMachineCapVar2_5_15\Data1-15-15-0.8-0.5-100-100-100-2.dat,5,15,600.388,600,24148,27111,27111,0.109293
Results\SingleMachineCapVar2_5_15\Data1-15-15-0.8-0.5-100-100-100-3.dat,5,15,603.851,603,16326,25168,25168,0.351317
Results\SingleMachineCapVar2_5_15\Data1-15-15-0.8-0.5-100-100-100-4.dat,5,15,600.951,600,22770.7,28828,28828,0.210119
Results\SingleMachineCapVar2_5_15\Data1-15-15-0.8-0.5-50-100-100-0.dat,5,15,600.381,600,16913.1,18028,18028,0.0618429
Results\SingleMachineCapVar2_5_15\Data1-15-15-0.8-0.5-50-100-100-1.dat,5,15,600.331,600,13237.7,14611,14611,0.093994
Results\SingleMachineCapVar2_5_15\Data1-15-15-0.8-0.5-50-100-100-2.dat,5,15,110.092,110,16907.3,16909,16909,9.98837e-05
Results\SingleMachineCapVar2_5_15\Data1-15-15-0.8-0.5-50-100-100-3.dat,5,15,600.311,600,14745.8,15881,15881,0.071483
Results\SingleMachineCapVar2_5_15\Data1-15-15-0.8-0.5-50-100-100-4.dat,5,15,137.302,137,18089.2,18091,18091,9.98666e-05
