Name,P,T,GLSP_CPU,GLSP_Solve,GLSP_LB,GLSP_UB,GLSP_Obj,GLSP_Gap, 
Results\SingleMachineCapVar2_10_10\Data1-15-15-0.6-0.5-100-100-100-0.dat,10,10,600.803,600,26911.3,41384,41384,0.349718
Results\SingleMachineCapVar2_10_10\Data1-15-15-0.6-0.5-100-100-100-1.dat,10,10,608.024,608,19666.7,38534,38534,0.489628
Results\SingleMachineCapVar2_10_10\Data1-15-15-0.6-0.5-100-100-100-2.dat,10,10,601.461,601,25152.3,41752,41752,0.397578
Results\SingleMachineCapVar2_10_10\Data1-15-15-0.6-0.5-100-100-100-3.dat,10,10,600.663,600,18958.9,36828,36828,0.485205
Results\SingleMachineCapVar2_10_10\Data1-15-15-0.6-0.5-100-100-100-4.dat,10,10,600.88,600,25379.1,39787,39787,0.362125
Results\SingleMachineCapVar2_10_10\Data1-15-15-0.6-0.5-50-100-100-0.dat,10,10,603.85,603,19091.2,25616,25616,0.254714
Results\SingleMachineCapVar2_10_10\Data1-15-15-0.6-0.5-50-100-100-1.dat,10,10,606.857,606,14728,23377,23377,0.369978
Results\SingleMachineCapVar2_10_10\Data1-15-15-0.6-0.5-50-100-100-2.dat,10,10,604.254,604,17692.8,26421,26421,0.330351
Results\SingleMachineCapVar2_10_10\Data1-15-15-0.6-0.5-50-100-100-3.dat,10,10,601.373,601,14771.3,23000,23000,0.357768
Results\SingleMachineCapVar2_10_10\Data1-15-15-0.6-0.5-50-100-100-4.dat,10,10,600.46,600,18967.1,25334,25334,0.251319
Results\SingleMachineCapVar2_10_10\Data1-15-15-0.8-0.5-100-100-100-0.dat,10,10,600.805,600,24531.1,42234,42234,0.419161
Results\SingleMachineCapVar2_10_10\Data1-15-15-0.8-0.5-100-100-100-1.dat,10,10,600.695,600,21281.1,37034,37034,0.425362
Results\SingleMachineCapVar2_10_10\Data1-15-15-0.8-0.5-100-100-100-2.dat,10,10,605.23,605,22963.1,42575,42575,0.460643
Results\SingleMachineCapVar2_10_10\Data1-15-15-0.8-0.5-100-100-100-3.dat,10,10,600.525,600,17179.4,37731,37731,0.544689
Results\SingleMachineCapVar2_10_10\Data1-15-15-0.8-0.5-100-100-100-4.dat,10,10,601.041,601,21857.9,39686,39686,0.449229
Results\SingleMachineCapVar2_10_10\Data1-15-15-0.8-0.5-50-100-100-0.dat,10,10,600.642,600,18417.7,26036,26036,0.292608
Results\SingleMachineCapVar2_10_10\Data1-15-15-0.8-0.5-50-100-100-1.dat,10,10,605.002,605,14582.4,23680,23680,0.384188
Results\SingleMachineCapVar2_10_10\Data1-15-15-0.8-0.5-50-100-100-2.dat,10,10,600.749,600,17432.4,25986,25986,0.329162
Results\SingleMachineCapVar2_10_10\Data1-15-15-0.8-0.5-50-100-100-3.dat,10,10,600.72,600,14828.6,23244,23244,0.362047
Results\SingleMachineCapVar2_10_10\Data1-15-15-0.8-0.5-50-100-100-4.dat,10,10,600.606,600,16348.5,24471,24471,0.331925
