Name*P*T*GLSP_CPU*GLSP_LB*GLSP_UB*GLSP_Obj*GLSP_Gap*Nconsts*Nvars* 
Results\SingleMachineCapVar2_GLSP_CC_5_5\Data1-15-15-0,6-0,5-100-100-100-0,dat*5*5*113,529*9692,03*9693*9693*9,9937e-05*901*775
Results\SingleMachineCapVar2_GLSP_CC_5_5\Data1-15-15-0,6-0,5-100-100-100-1,dat*5*5*44,363*7686,23*7687*7687*9,96208e-05*901*775
Results\SingleMachineCapVar2_GLSP_CC_5_5\Data1-15-15-0,6-0,5-100-100-100-2,dat*5*5*21,203*9128,11*9129*9129*9,78843e-05*901*775
Results\SingleMachineCapVar2_GLSP_CC_5_5\Data1-15-15-0,6-0,5-100-100-100-3,dat*5*5*25,093*8430,31*8431*8431*8,22672e-05*901*775
Results\SingleMachineCapVar2_GLSP_CC_5_5\Data1-15-15-0,6-0,5-100-100-100-4,dat*5*5*54,928*9798,04*9799*9799*9,77605e-05*901*775
Results\SingleMachineCapVar2_GLSP_CC_5_5\Data1-15-15-0,6-0,5-50-100-100-0,dat*5*5*69,322*5988,4*5989*5989*9,95588e-05*901*775
Results\SingleMachineCapVar2_GLSP_CC_5_5\Data1-15-15-0,6-0,5-50-100-100-1,dat*5*5*15,652*4882,55*4883*4883*9,28637e-05*901*775
Results\SingleMachineCapVar2_GLSP_CC_5_5\Data1-15-15-0,6-0,5-50-100-100-2,dat*5*5*12,534*5687,51*5688*5688*8,64006e-05*901*775
Results\SingleMachineCapVar2_GLSP_CC_5_5\Data1-15-15-0,6-0,5-50-100-100-3,dat*5*5*17,168*5423,49*5424*5424*9,38098e-05*901*775
Results\SingleMachineCapVar2_GLSP_CC_5_5\Data1-15-15-0,6-0,5-50-100-100-4,dat*5*5*6,029*6072,49*6073*6073*8,32365e-05*901*775
Results\SingleMachineCapVar2_GLSP_CC_5_5\Data1-15-15-0,8-0,5-100-100-100-0,dat*5*5*44,4*9692,04*9693*9693*9,86301e-05*901*775
Results\SingleMachineCapVar2_GLSP_CC_5_5\Data1-15-15-0,8-0,5-100-100-100-1,dat*5*5*26,114*7686,23*7687*7687*9,96183e-05*901*775
Results\SingleMachineCapVar2_GLSP_CC_5_5\Data1-15-15-0,8-0,5-100-100-100-2,dat*5*5*17,529*9128,13*9129*9129*9,50231e-05*901*775
Results\SingleMachineCapVar2_GLSP_CC_5_5\Data1-15-15-0,8-0,5-100-100-100-3,dat*5*5*66,874*8430,17*8431*8431*9,89855e-05*901*775
Results\SingleMachineCapVar2_GLSP_CC_5_5\Data1-15-15-0,8-0,5-100-100-100-4,dat*5*5*36,562*9798,02*9799*9799*9,98836e-05*901*775
Results\SingleMachineCapVar2_GLSP_CC_5_5\Data1-15-15-0,8-0,5-50-100-100-0,dat*5*5*34,446*5988,41*5989*5989*9,9195e-05*901*775
Results\SingleMachineCapVar2_GLSP_CC_5_5\Data1-15-15-0,8-0,5-50-100-100-1,dat*5*5*12,407*4882,54*4883*4883*9,48659e-05*901*775
Results\SingleMachineCapVar2_GLSP_CC_5_5\Data1-15-15-0,8-0,5-50-100-100-2,dat*5*5*21,343*5687,45*5688*5688*9,60014e-05*901*775
Results\SingleMachineCapVar2_GLSP_CC_5_5\Data1-15-15-0,8-0,5-50-100-100-3,dat*5*5*15,955*5423,46*5424*5424*9,97341e-05*901*775
Results\SingleMachineCapVar2_GLSP_CC_5_5\Data1-15-15-0,8-0,5-50-100-100-4,dat*5*5*4,809*6072,5*6073*6073*8,23316e-05*901*775
