Name,P,T,GLSP_CPU,GLSP_LB,GLSP_UB,GLSP_Obj,GLSP_Gap,Nconsts,Nvars, 
Results\SingleMachineCapVar2_GLSP_NF_3_3\Data1-15-15-0.6-0.5-100-100-100-0.dat,3,3,0.133,2384,2384,2384,0,180,144
Results\SingleMachineCapVar2_GLSP_NF_3_3\Data1-15-15-0.6-0.5-100-100-100-1.dat,3,3,0.128,2636,2636,2636,0,180,144
Results\SingleMachineCapVar2_GLSP_NF_3_3\Data1-15-15-0.6-0.5-100-100-100-2.dat,3,3,0.156,2971,2971,2971,0,180,144
Results\SingleMachineCapVar2_GLSP_NF_3_3\Data1-15-15-0.6-0.5-100-100-100-3.dat,3,3,0.144,2365,2365,2365,0,180,144
Results\SingleMachineCapVar2_GLSP_NF_3_3\Data1-15-15-0.6-0.5-100-100-100-4.dat,3,3,0.132,3637,3637,3637,0,180,144
Results\SingleMachineCapVar2_GLSP_NF_3_3\Data1-15-15-0.6-0.5-50-100-100-0.dat,3,3,0.126,1608,1608,1608,0,180,144
Results\SingleMachineCapVar2_GLSP_NF_3_3\Data1-15-15-0.6-0.5-50-100-100-1.dat,3,3,0.128,1634,1634,1634,0,180,144
Results\SingleMachineCapVar2_GLSP_NF_3_3\Data1-15-15-0.6-0.5-50-100-100-2.dat,3,3,0.122,1918,1918,1918,0,180,144
Results\SingleMachineCapVar2_GLSP_NF_3_3\Data1-15-15-0.6-0.5-50-100-100-3.dat,3,3,0.12,1608,1608,1608,0,180,144
Results\SingleMachineCapVar2_GLSP_NF_3_3\Data1-15-15-0.6-0.5-50-100-100-4.dat,3,3,0.123,2181,2181,2181,0,180,144
Results\SingleMachineCapVar2_GLSP_NF_3_3\Data1-15-15-0.8-0.5-100-100-100-0.dat,3,3,0.147,2384,2384,2384,0,180,144
Results\SingleMachineCapVar2_GLSP_NF_3_3\Data1-15-15-0.8-0.5-100-100-100-1.dat,3,3,0.133,2636,2636,2636,0,180,144
Results\SingleMachineCapVar2_GLSP_NF_3_3\Data1-15-15-0.8-0.5-100-100-100-2.dat,3,3,0.112,2971,2971,2971,0,180,144
Results\SingleMachineCapVar2_GLSP_NF_3_3\Data1-15-15-0.8-0.5-100-100-100-3.dat,3,3,0.117,2365,2365,2365,0,180,144
Results\SingleMachineCapVar2_GLSP_NF_3_3\Data1-15-15-0.8-0.5-100-100-100-4.dat,3,3,0.132,3637,3637,3637,0,180,144
Results\SingleMachineCapVar2_GLSP_NF_3_3\Data1-15-15-0.8-0.5-50-100-100-0.dat,3,3,0.128,1608,1608,1608,0,180,144
Results\SingleMachineCapVar2_GLSP_NF_3_3\Data1-15-15-0.8-0.5-50-100-100-1.dat,3,3,0.121,1634,1634,1634,0,180,144
Results\SingleMachineCapVar2_GLSP_NF_3_3\Data1-15-15-0.8-0.5-50-100-100-2.dat,3,3,0.118,1918,1918,1918,0,180,144
Results\SingleMachineCapVar2_GLSP_NF_3_3\Data1-15-15-0.8-0.5-50-100-100-3.dat,3,3,0.112,1607.84,1608,1608,9.67101e-05,180,144
Results\SingleMachineCapVar2_GLSP_NF_3_3\Data1-15-15-0.8-0.5-50-100-100-4.dat,3,3,0.132,2181,2181,2181,0,180,144
