Name,P,T,GLSP_CPU,GLSP_LB,GLSP_UB,GLSP_Obj,GLSP_Gap,Nconsts,Nvars, 
Results\SingleMachineCapVar2_GLSP_NF_15_15\Data1-15-15-0.6-0.5-100-100-100-0.dat,15,15,602.65,31059.8,70312,70312,0.558257,61200,57600
Results\SingleMachineCapVar2_GLSP_NF_15_15\Data1-15-15-0.6-0.5-100-100-100-1.dat,15,15,601.032,32337.3,64731,64731,0.500435,61200,57600
Results\SingleMachineCapVar2_GLSP_NF_15_15\Data1-15-15-0.6-0.5-100-100-100-2.dat,15,15,601.185,32351.8,66909,66909,0.516481,61200,57600
Results\SingleMachineCapVar2_GLSP_NF_15_15\Data1-15-15-0.6-0.5-100-100-100-3.dat,15,15,601.229,28976.1,78697,78697,0.631801,61200,57600
Results\SingleMachineCapVar2_GLSP_NF_15_15\Data1-15-15-0.6-0.5-100-100-100-4.dat,15,15,603.606,27075.4,72119,72119,0.624574,61200,57600
Results\SingleMachineCapVar2_GLSP_NF_15_15\Data1-15-15-0.6-0.5-50-100-100-0.dat,15,15,601.5,21397.3,46323,46323,0.538085,61200,57600
Results\SingleMachineCapVar2_GLSP_NF_15_15\Data1-15-15-0.6-0.5-50-100-100-1.dat,15,15,601.802,21109.9,38827,38827,0.456309,61200,57600
Results\SingleMachineCapVar2_GLSP_NF_15_15\Data1-15-15-0.6-0.5-50-100-100-2.dat,15,15,600.477,19530,43526,43526,0.551302,61200,57600
Results\SingleMachineCapVar2_GLSP_NF_15_15\Data1-15-15-0.6-0.5-50-100-100-3.dat,15,15,600.713,17831.2,46232,46232,0.614311,61200,57600
Results\SingleMachineCapVar2_GLSP_NF_15_15\Data1-15-15-0.6-0.5-50-100-100-4.dat,15,15,600.602,19561.3,40007,40007,0.511053,61200,57600
Results\SingleMachineCapVar2_GLSP_NF_15_15\Data1-15-15-0.8-0.5-100-100-100-0.dat,15,15,603.956,32038.4,91359,91359,0.649313,61200,57600
Results\SingleMachineCapVar2_GLSP_NF_15_15\Data1-15-15-0.8-0.5-100-100-100-1.dat,15,15,602.333,33115.7,71096,71096,0.534212,61200,57600
Results\SingleMachineCapVar2_GLSP_NF_15_15\Data1-15-15-0.8-0.5-100-100-100-2.dat,15,15,605.261,27272.7,73708,73708,0.62999,61200,57600
Results\SingleMachineCapVar2_GLSP_NF_15_15\Data1-15-15-0.8-0.5-100-100-100-3.dat,15,15,601.38,30482.1,79549,79549,0.616814,61200,57600
Results\SingleMachineCapVar2_GLSP_NF_15_15\Data1-15-15-0.8-0.5-100-100-100-4.dat,15,15,602.257,28947.3,73429,73429,0.605778,61200,57600
Results\SingleMachineCapVar2_GLSP_NF_15_15\Data1-15-15-0.8-0.5-50-100-100-0.dat,15,15,601.616,21227,54071,54071,0.607423,61200,57600
Results\SingleMachineCapVar2_GLSP_NF_15_15\Data1-15-15-0.8-0.5-50-100-100-1.dat,15,15,602.561,18214.1,50229,50229,0.637379,61200,57600
Results\SingleMachineCapVar2_GLSP_NF_15_15\Data1-15-15-0.8-0.5-50-100-100-2.dat,15,15,602.135,20569,50772,50772,0.594875,61200,57600
Results\SingleMachineCapVar2_GLSP_NF_15_15\Data1-15-15-0.8-0.5-50-100-100-3.dat,15,15,602.33,18437.9,51728,51728,0.643561,61200,57600
Results\SingleMachineCapVar2_GLSP_NF_15_15\Data1-15-15-0.8-0.5-50-100-100-4.dat,15,15,602.19,20490.4,40124,40124,0.489322,61200,57600
