Name,P,T,GLSP_CPU,GLSP_Solve,GLSP_LB,GLSP_UB,GLSP_Obj,GLSP_Gap, 
Results\SingleMachineCapVar2_10_15\Data1-15-15-0.6-0.5-100-100-100-0.dat,10,15,600.78,600,35220.1,63428,63428,0.444723
Results\SingleMachineCapVar2_10_15\Data1-15-15-0.6-0.5-100-100-100-1.dat,10,15,608.522,608,26205.9,61631,61631,0.574794
Results\SingleMachineCapVar2_10_15\Data1-15-15-0.6-0.5-100-100-100-2.dat,10,15,600.685,600,31943,62112,62112,0.485719
Results\SingleMachineCapVar2_10_15\Data1-15-15-0.6-0.5-100-100-100-3.dat,10,15,600.889,601,22084.8,54859,54859,0.597426
Results\SingleMachineCapVar2_10_15\Data1-15-15-0.6-0.5-100-100-100-4.dat,10,15,601.242,601,29430.6,61347,61347,0.52026
Results\SingleMachineCapVar2_10_15\Data1-15-15-0.6-0.5-50-100-100-0.dat,10,15,600.46,600,25204.8,40146,40146,0.372171
Results\SingleMachineCapVar2_10_15\Data1-15-15-0.6-0.5-50-100-100-1.dat,10,15,600.632,600,20475.8,35455,35455,0.422484
Results\SingleMachineCapVar2_10_15\Data1-15-15-0.6-0.5-50-100-100-2.dat,10,15,603.237,603,24358.9,40621,40621,0.400337
Results\SingleMachineCapVar2_10_15\Data1-15-15-0.6-0.5-50-100-100-3.dat,10,15,600.826,600,19372.1,35119,35119,0.448388
Results\SingleMachineCapVar2_10_15\Data1-15-15-0.6-0.5-50-100-100-4.dat,10,15,600.618,600,24645.4,38898,38898,0.366409
Results\SingleMachineCapVar2_10_15\Data1-15-15-0.8-0.5-100-100-100-0.dat,10,15,600.727,600,31347.5,63768,63768,0.508413
Results\SingleMachineCapVar2_10_15\Data1-15-15-0.8-0.5-100-100-100-1.dat,10,15,601.293,601,25270.1,59296,59296,0.573831
Results\SingleMachineCapVar2_10_15\Data1-15-15-0.8-0.5-100-100-100-2.dat,10,15,600.711,600,28479.8,62526,62526,0.544512
Results\SingleMachineCapVar2_10_15\Data1-15-15-0.8-0.5-100-100-100-3.dat,10,15,608.161,608,21860.9,60171,60171,0.636687
Results\SingleMachineCapVar2_10_15\Data1-15-15-0.8-0.5-100-100-100-4.dat,10,15,601.072,601,30043.4,60805,60805,0.505905
Results\SingleMachineCapVar2_10_15\Data1-15-15-0.8-0.5-50-100-100-0.dat,10,15,600.705,600,24417.7,39725,39725,0.385332
Results\SingleMachineCapVar2_10_15\Data1-15-15-0.8-0.5-50-100-100-1.dat,10,15,600.819,600,18550.3,35933,35933,0.483754
Results\SingleMachineCapVar2_10_15\Data1-15-15-0.8-0.5-50-100-100-2.dat,10,15,600.616,600,26118.9,41387,41387,0.36891
Results\SingleMachineCapVar2_10_15\Data1-15-15-0.8-0.5-50-100-100-3.dat,10,15,600.689,600,18808.5,36484,36484,0.484473
Results\SingleMachineCapVar2_10_15\Data1-15-15-0.8-0.5-50-100-100-4.dat,10,15,600.584,600,21922.8,40485,40485,0.458496
