Name*P*T*GLSP_CPU*GLSP_LB*GLSP_UB*GLSP_Obj*GLSP_Gap*Nconsts*Nvars* 
Results\SingleMachineCapVar2_GLSP_CC_10_5\Data1-15-15-0,6-0,5-100-100-100-0,dat*10*5*604,666*15416,4*20544*20544*0,249593*3546*5550
Results\SingleMachineCapVar2_GLSP_CC_10_5\Data1-15-15-0,6-0,5-100-100-100-1,dat*10*5*600,392*10232,3*18715*18715*0,453257*3546*5550
Results\SingleMachineCapVar2_GLSP_CC_10_5\Data1-15-15-0,6-0,5-100-100-100-2,dat*10*5*600,42*15360,4*19927*19927*0,229167*3546*5550
Results\SingleMachineCapVar2_GLSP_CC_10_5\Data1-15-15-0,6-0,5-100-100-100-3,dat*10*5*603,917*12691,4*17746*17746*0,284828*3546*5550
Results\SingleMachineCapVar2_GLSP_CC_10_5\Data1-15-15-0,6-0,5-100-100-100-4,dat*10*5*600,069*14260,4*20112*20112*0,290951*3546*5550
Results\SingleMachineCapVar2_GLSP_CC_10_5\Data1-15-15-0,6-0,5-50-100-100-0,dat*10*5*605,001*10463,3*12231*12231*0,144524*3546*5550
Results\SingleMachineCapVar2_GLSP_CC_10_5\Data1-15-15-0,6-0,5-50-100-100-1,dat*10*5*600,291*9266,14*11036*11036*0,160372*3546*5550
Results\SingleMachineCapVar2_GLSP_CC_10_5\Data1-15-15-0,6-0,5-50-100-100-2,dat*10*5*600,509*10325,8*12187*12187*0,152718*3546*5550
Results\SingleMachineCapVar2_GLSP_CC_10_5\Data1-15-15-0,6-0,5-50-100-100-3,dat*10*5*605,183*9571,33*11251*11251*0,149291*3546*5550
Results\SingleMachineCapVar2_GLSP_CC_10_5\Data1-15-15-0,6-0,5-50-100-100-4,dat*10*5*600,424*8176,74*12417*12417*0,341489*3546*5550
Results\SingleMachineCapVar2_GLSP_CC_10_5\Data1-15-15-0,8-0,5-100-100-100-0,dat*10*5*600,368*15186,8*20687*20687*0,265876*3546*5550
Results\SingleMachineCapVar2_GLSP_CC_10_5\Data1-15-15-0,8-0,5-100-100-100-1,dat*10*5*600,418*15516,9*18344*18344*0,154115*3546*5550
Results\SingleMachineCapVar2_GLSP_CC_10_5\Data1-15-15-0,8-0,5-100-100-100-2,dat*10*5*604,954*16201,4*20040*20040*0,191549*3546*5550
Results\SingleMachineCapVar2_GLSP_CC_10_5\Data1-15-15-0,8-0,5-100-100-100-3,dat*10*5*601,27*13732,4*18372*18372*0,252537*3546*5550
Results\SingleMachineCapVar2_GLSP_CC_10_5\Data1-15-15-0,8-0,5-100-100-100-4,dat*10*5*604,326*13464,5*20111*20111*0,330492*3546*5550
Results\SingleMachineCapVar2_GLSP_CC_10_5\Data1-15-15-0,8-0,5-50-100-100-0,dat*10*5*603,337*955,268*12598*12598*0,924173*3546*5550
Results\SingleMachineCapVar2_GLSP_CC_10_5\Data1-15-15-0,8-0,5-50-100-100-1,dat*10*5*600,614*9166,61*11079*11079*0,172614*3546*5550
Results\SingleMachineCapVar2_GLSP_CC_10_5\Data1-15-15-0,8-0,5-50-100-100-2,dat*10*5*604,079*10653,5*12099*12099*0,119469*3546*5550
Results\SingleMachineCapVar2_GLSP_CC_10_5\Data1-15-15-0,8-0,5-50-100-100-3,dat*10*5*602,819*7918,65*11404*11404*0,305626*3546*5550
Results\SingleMachineCapVar2_GLSP_CC_10_5\Data1-15-15-0,8-0,5-50-100-100-4,dat*10*5*603,504*10488,7*12133*12133*0,135519*3546*5550
