Name,P,T,GLSP_CPU,GLSP_Solve,GLSP_LB,GLSP_UB,GLSP_Obj,GLSP_Gap, 
Results\SingleMachineCapVar2_5_10\Data1-15-15-0.6-0.5-100-100-100-0.dat,5,10,600.198,600,17966.8,19259,19259,0.0670982
Results\SingleMachineCapVar2_5_10\Data1-15-15-0.6-0.5-100-100-100-1.dat,5,10,600.298,600,13564.1,15162,15162,0.105388
Results\SingleMachineCapVar2_5_10\Data1-15-15-0.6-0.5-100-100-100-2.dat,5,10,600.236,600,16916.8,17941,17941,0.0570888
Results\SingleMachineCapVar2_5_10\Data1-15-15-0.6-0.5-100-100-100-3.dat,5,10,600.501,600,15031.1,16618,16618,0.0954952
Results\SingleMachineCapVar2_5_10\Data1-15-15-0.6-0.5-100-100-100-4.dat,5,10,458.598,458,18694.1,18696,18696,9.99454e-05
Results\SingleMachineCapVar2_5_10\Data1-15-15-0.6-0.5-50-100-100-0.dat,5,10,91.761,91,11980.8,11982,11982,9.97707e-05
Results\SingleMachineCapVar2_5_10\Data1-15-15-0.6-0.5-50-100-100-1.dat,5,10,88.251,88,9652.04,9653,9653,9.97203e-05
Results\SingleMachineCapVar2_5_10\Data1-15-15-0.6-0.5-50-100-100-2.dat,5,10,10.191,10,11369.9,11371,11371,9.98434e-05
Results\SingleMachineCapVar2_5_10\Data1-15-15-0.6-0.5-50-100-100-3.dat,5,10,97.57,97,10582,10583,10583,9.82058e-05
Results\SingleMachineCapVar2_5_10\Data1-15-15-0.6-0.5-50-100-100-4.dat,5,10,8.9,8,12085.8,12087,12087,9.72099e-05
Results\SingleMachineCapVar2_5_10\Data1-15-15-0.8-0.5-100-100-100-0.dat,5,10,600.251,600,18548.3,19218,19218,0.0348455
Results\SingleMachineCapVar2_5_10\Data1-15-15-0.8-0.5-100-100-100-1.dat,5,10,600.239,600,13397.2,15162,15162,0.116398
Results\SingleMachineCapVar2_5_10\Data1-15-15-0.8-0.5-100-100-100-2.dat,5,10,226.34,226,17939.2,17941,17941,9.97263e-05
Results\SingleMachineCapVar2_5_10\Data1-15-15-0.8-0.5-100-100-100-3.dat,5,10,600.398,600,14231.4,16618,16618,0.143615
Results\SingleMachineCapVar2_5_10\Data1-15-15-0.8-0.5-100-100-100-4.dat,5,10,32.111,32,18694.1,18696,18696,9.90838e-05
Results\SingleMachineCapVar2_5_10\Data1-15-15-0.8-0.5-50-100-100-0.dat,5,10,35.206,35,11980.8,11982,11982,9.97352e-05
Results\SingleMachineCapVar2_5_10\Data1-15-15-0.8-0.5-50-100-100-1.dat,5,10,600.24,600,8610.57,9653,9653,0.10799
Results\SingleMachineCapVar2_5_10\Data1-15-15-0.8-0.5-50-100-100-2.dat,5,10,24.812,24,11369.9,11371,11371,9.62059e-05
Results\SingleMachineCapVar2_5_10\Data1-15-15-0.8-0.5-50-100-100-3.dat,5,10,143.513,143,10581.9,10583,10583,9.95463e-05
Results\SingleMachineCapVar2_5_10\Data1-15-15-0.8-0.5-50-100-100-4.dat,5,10,38.436,38,12085.8,12087,12087,9.91602e-05
