Name*P*T*GLSP_CPU*GLSP_LB*GLSP_UB*GLSP_Obj*GLSP_Gap*Nconsts*Nvars* 
Results\SingleMachineCapVar2_GLSP_SO_3_3\Data1-15-15-0,6-0,5-100-100-100-0,dat*3*3*0,091*2384*2384*2384*0*30*63
Results\SingleMachineCapVar2_GLSP_SO_3_3\Data1-15-15-0,6-0,5-100-100-100-1,dat*3*3*0,1*2636*2636*2636*0*30*63
Results\SingleMachineCapVar2_GLSP_SO_3_3\Data1-15-15-0,6-0,5-100-100-100-2,dat*3*3*0,087*2971*2971*2971*0*30*63
Results\SingleMachineCapVar2_GLSP_SO_3_3\Data1-15-15-0,6-0,5-100-100-100-3,dat*3*3*0,081*2365*2365*2365*0*30*63
Results\SingleMachineCapVar2_GLSP_SO_3_3\Data1-15-15-0,6-0,5-100-100-100-4,dat*3*3*0,088*3637*3637*3637*0*30*63
Results\SingleMachineCapVar2_GLSP_SO_3_3\Data1-15-15-0,6-0,5-50-100-100-0,dat*3*3*0,089*1608*1608*1608*0*30*63
Results\SingleMachineCapVar2_GLSP_SO_3_3\Data1-15-15-0,6-0,5-50-100-100-1,dat*3*3*0,089*1634*1634*1634*0*30*63
Results\SingleMachineCapVar2_GLSP_SO_3_3\Data1-15-15-0,6-0,5-50-100-100-2,dat*3*3*0,091*1918*1918*1918*0*30*63
Results\SingleMachineCapVar2_GLSP_SO_3_3\Data1-15-15-0,6-0,5-50-100-100-3,dat*3*3*0,091*1608*1608*1608*0*30*63
Results\SingleMachineCapVar2_GLSP_SO_3_3\Data1-15-15-0,6-0,5-50-100-100-4,dat*3*3*0,073*2181*2181*2181*0*30*63
Results\SingleMachineCapVar2_GLSP_SO_3_3\Data1-15-15-0,8-0,5-100-100-100-0,dat*3*3*0,088*2384*2384*2384*0*30*63
Results\SingleMachineCapVar2_GLSP_SO_3_3\Data1-15-15-0,8-0,5-100-100-100-1,dat*3*3*0,094*2636*2636*2636*0*30*63
Results\SingleMachineCapVar2_GLSP_SO_3_3\Data1-15-15-0,8-0,5-100-100-100-2,dat*3*3*0,086*2971*2971*2971*0*30*63
Results\SingleMachineCapVar2_GLSP_SO_3_3\Data1-15-15-0,8-0,5-100-100-100-3,dat*3*3*0,087*2365*2365*2365*0*30*63
Results\SingleMachineCapVar2_GLSP_SO_3_3\Data1-15-15-0,8-0,5-100-100-100-4,dat*3*3*0,099*3637*3637*3637*0*30*63
Results\SingleMachineCapVar2_GLSP_SO_3_3\Data1-15-15-0,8-0,5-50-100-100-0,dat*3*3*0,086*1608*1608*1608*0*30*63
Results\SingleMachineCapVar2_GLSP_SO_3_3\Data1-15-15-0,8-0,5-50-100-100-1,dat*3*3*0,094*1634*1634*1634*0*30*63
Results\SingleMachineCapVar2_GLSP_SO_3_3\Data1-15-15-0,8-0,5-50-100-100-2,dat*3*3*0,094*1918*1918*1918*0*30*63
Results\SingleMachineCapVar2_GLSP_SO_3_3\Data1-15-15-0,8-0,5-50-100-100-3,dat*3*3*0,093*1608*1608*1608*0*30*63
Results\SingleMachineCapVar2_GLSP_SO_3_3\Data1-15-15-0,8-0,5-50-100-100-4,dat*3*3*0,082*2181*2181*2181*0*30*63
