Name*P*T*GLSP_CPU*GLSP_LB*GLSP_UB*GLSP_Obj*GLSP_Gap*Nconsts*Nvars* 
Results\SingleMachineCapVar2_GLSP_SO_5_5\Data1-15-15-0,6-0,5-100-100-100-0,dat*5*5*0,669*9693*9693*9693*0*80*875
Results\SingleMachineCapVar2_GLSP_SO_5_5\Data1-15-15-0,6-0,5-100-100-100-1,dat*5*5*0,734*7687*7687*7687*0*80*875
Results\SingleMachineCapVar2_GLSP_SO_5_5\Data1-15-15-0,6-0,5-100-100-100-2,dat*5*5*0,64*9129*9129*9129*0*80*875
Results\SingleMachineCapVar2_GLSP_SO_5_5\Data1-15-15-0,6-0,5-100-100-100-3,dat*5*5*0,673*8431*8431*8431*0*80*875
Results\SingleMachineCapVar2_GLSP_SO_5_5\Data1-15-15-0,6-0,5-100-100-100-4,dat*5*5*0,635*9798,5*9799*9799*5,10256e-05*80*875
Results\SingleMachineCapVar2_GLSP_SO_5_5\Data1-15-15-0,6-0,5-50-100-100-0,dat*5*5*0,326*5989*5989*5989*0*80*875
Results\SingleMachineCapVar2_GLSP_SO_5_5\Data1-15-15-0,6-0,5-50-100-100-1,dat*5*5*0,434*4883*4883*4883*0*80*875
Results\SingleMachineCapVar2_GLSP_SO_5_5\Data1-15-15-0,6-0,5-50-100-100-2,dat*5*5*0,22*5688*5688*5688*0*80*875
Results\SingleMachineCapVar2_GLSP_SO_5_5\Data1-15-15-0,6-0,5-50-100-100-3,dat*5*5*0,56*5424*5424*5424*0*80*875
Results\SingleMachineCapVar2_GLSP_SO_5_5\Data1-15-15-0,6-0,5-50-100-100-4,dat*5*5*0,162*6073*6073*6073*0*80*875
Results\SingleMachineCapVar2_GLSP_SO_5_5\Data1-15-15-0,8-0,5-100-100-100-0,dat*5*5*0,675*9692,32*9693*9693*7,04863e-05*80*875
Results\SingleMachineCapVar2_GLSP_SO_5_5\Data1-15-15-0,8-0,5-100-100-100-1,dat*5*5*0,801*7687*7687*7687*0*80*875
Results\SingleMachineCapVar2_GLSP_SO_5_5\Data1-15-15-0,8-0,5-100-100-100-2,dat*5*5*0,591*9129*9129*9129*0*80*875
Results\SingleMachineCapVar2_GLSP_SO_5_5\Data1-15-15-0,8-0,5-100-100-100-3,dat*5*5*0,894*8431*8431*8431*0*80*875
Results\SingleMachineCapVar2_GLSP_SO_5_5\Data1-15-15-0,8-0,5-100-100-100-4,dat*5*5*0,637*9799*9799*9799*0*80*875
Results\SingleMachineCapVar2_GLSP_SO_5_5\Data1-15-15-0,8-0,5-50-100-100-0,dat*5*5*0,353*5989*5989*5989*0*80*875
Results\SingleMachineCapVar2_GLSP_SO_5_5\Data1-15-15-0,8-0,5-50-100-100-1,dat*5*5*0,359*4883*4883*4883*0*80*875
Results\SingleMachineCapVar2_GLSP_SO_5_5\Data1-15-15-0,8-0,5-50-100-100-2,dat*5*5*0,204*5688*5688*5688*0*80*875
Results\SingleMachineCapVar2_GLSP_SO_5_5\Data1-15-15-0,8-0,5-50-100-100-3,dat*5*5*0,724*5424*5424*5424*0*80*875
Results\SingleMachineCapVar2_GLSP_SO_5_5\Data1-15-15-0,8-0,5-50-100-100-4,dat*5*5*0,21*6073*6073*6073*0*80*875
