Name*P*T*GLSP_CPU*GLSP_LB*GLSP_UB*GLSP_Obj*GLSP_Gap*Nconsts*Nvars* 
Results\SingleMachineCapVar2_GLSP_TF_10_5\Data1-15-15-0,6-0,5-100-100-100-0,dat*10*5*604,079*17628,8*20442*20442*0,13762*1536*6550
Results\SingleMachineCapVar2_GLSP_TF_10_5\Data1-15-15-0,6-0,5-100-100-100-1,dat*10*5*600,646*14795,3*18255*18255*0,189518*1536*6550
Results\SingleMachineCapVar2_GLSP_TF_10_5\Data1-15-15-0,6-0,5-100-100-100-2,dat*10*5*600,715*15118,4*20543*20543*0,264062*1536*6550
Results\SingleMachineCapVar2_GLSP_TF_10_5\Data1-15-15-0,6-0,5-100-100-100-3,dat*10*5*600,542*13600,1*17871*17871*0,238986*1536*6550
Results\SingleMachineCapVar2_GLSP_TF_10_5\Data1-15-15-0,6-0,5-100-100-100-4,dat*10*5*600,674*14770,1*20140*20140*0,266629*1536*6550
Results\SingleMachineCapVar2_GLSP_TF_10_5\Data1-15-15-0,6-0,5-50-100-100-0,dat*10*5*600,632*10945*12145*12145*0,0988045*1536*6550
Results\SingleMachineCapVar2_GLSP_TF_10_5\Data1-15-15-0,6-0,5-50-100-100-1,dat*10*5*604,081*6765,81*11186*11186*0,395153*1536*6550
Results\SingleMachineCapVar2_GLSP_TF_10_5\Data1-15-15-0,6-0,5-50-100-100-2,dat*10*5*604,596*1336,64*12251*12251*0,890896*1536*6550
Results\SingleMachineCapVar2_GLSP_TF_10_5\Data1-15-15-0,6-0,5-50-100-100-3,dat*10*5*604,463*9634,17*11279*11279*0,145831*1536*6550
Results\SingleMachineCapVar2_GLSP_TF_10_5\Data1-15-15-0,6-0,5-50-100-100-4,dat*10*5*602,44*10469,9*12163*12163*0,139198*1536*6550
Results\SingleMachineCapVar2_GLSP_TF_10_5\Data1-15-15-0,8-0,5-100-100-100-0,dat*10*5*604,245*10748,9*20833*20833*0,484046*1536*6550
Results\SingleMachineCapVar2_GLSP_TF_10_5\Data1-15-15-0,8-0,5-100-100-100-1,dat*10*5*600,679*13184,2*18643*18643*0,292806*1536*6550
Results\SingleMachineCapVar2_GLSP_TF_10_5\Data1-15-15-0,8-0,5-100-100-100-2,dat*10*5*600,744*16522,4*20084*20084*0,177334*1536*6550
Results\SingleMachineCapVar2_GLSP_TF_10_5\Data1-15-15-0,8-0,5-100-100-100-3,dat*10*5*601,657*10868,7*18261*18261*0,404814*1536*6550
Results\SingleMachineCapVar2_GLSP_TF_10_5\Data1-15-15-0,8-0,5-100-100-100-4,dat*10*5*600,556*9592,8*20434*20434*0,530547*1536*6550
Results\SingleMachineCapVar2_GLSP_TF_10_5\Data1-15-15-0,8-0,5-50-100-100-0,dat*10*5*603,206*1536,44*12615*12615*0,878205*1536*6550
Results\SingleMachineCapVar2_GLSP_TF_10_5\Data1-15-15-0,8-0,5-50-100-100-1,dat*10*5*600,493*6391,08*11113*11113*0,4249*1536*6550
Results\SingleMachineCapVar2_GLSP_TF_10_5\Data1-15-15-0,8-0,5-50-100-100-2,dat*10*5*604,613*1531,4*12350*12350*0,876*1536*6550
Results\SingleMachineCapVar2_GLSP_TF_10_5\Data1-15-15-0,8-0,5-50-100-100-3,dat*10*5*604,814*1417,06*11768*11768*0,879583*1536*6550
Results\SingleMachineCapVar2_GLSP_TF_10_5\Data1-15-15-0,8-0,5-50-100-100-4,dat*10*5*600,501*6171,22*12492*12492*0,505986*1536*6550
