Name*P*T*GLSP_CPU*GLSP_LB*GLSP_UB*GLSP_Obj*GLSP_Gap*Nconsts*Nvars* 
Results\SingleMachineCapVar2_GLSP_CC_4_4\Data1-15-15-0,6-0,5-100-100-100-0,dat*4*4*2,899*5576,95*5577*5577*9,22761e-06*401*336
Results\SingleMachineCapVar2_GLSP_CC_4_4\Data1-15-15-0,6-0,5-100-100-100-1,dat*4*4*2,119*4921*4921*4921*0*401*336
Results\SingleMachineCapVar2_GLSP_CC_4_4\Data1-15-15-0,6-0,5-100-100-100-2,dat*4*4*2,626*5475*5475*5475*0*401*336
Results\SingleMachineCapVar2_GLSP_CC_4_4\Data1-15-15-0,6-0,5-100-100-100-3,dat*4*4*2,463*4857,59*4858*4858*8,43548e-05*401*336
Results\SingleMachineCapVar2_GLSP_CC_4_4\Data1-15-15-0,6-0,5-100-100-100-4,dat*4*4*3,031*5988*5988*5988*0*401*336
Results\SingleMachineCapVar2_GLSP_CC_4_4\Data1-15-15-0,6-0,5-50-100-100-0,dat*4*4*3,4*3650*3650*3650*0*401*336
Results\SingleMachineCapVar2_GLSP_CC_4_4\Data1-15-15-0,6-0,5-50-100-100-1,dat*4*4*3,654*3074*3074*3074*0*401*336
Results\SingleMachineCapVar2_GLSP_CC_4_4\Data1-15-15-0,6-0,5-50-100-100-2,dat*4*4*3,453*3500*3500*3500*0*401*336
Results\SingleMachineCapVar2_GLSP_CC_4_4\Data1-15-15-0,6-0,5-50-100-100-3,dat*4*4*2,88*3102*3102*3102*0*401*336
Results\SingleMachineCapVar2_GLSP_CC_4_4\Data1-15-15-0,6-0,5-50-100-100-4,dat*4*4*2,3*3842*3842*3842*0*401*336
Results\SingleMachineCapVar2_GLSP_CC_4_4\Data1-15-15-0,8-0,5-100-100-100-0,dat*4*4*2,499*5577*5577*5577*0*401*336
Results\SingleMachineCapVar2_GLSP_CC_4_4\Data1-15-15-0,8-0,5-100-100-100-1,dat*4*4*3,278*4920,68*4921*4921*6,44443e-05*401*336
Results\SingleMachineCapVar2_GLSP_CC_4_4\Data1-15-15-0,8-0,5-100-100-100-2,dat*4*4*2,297*5475*5475*5475*0*401*336
Results\SingleMachineCapVar2_GLSP_CC_4_4\Data1-15-15-0,8-0,5-100-100-100-3,dat*4*4*3,213*4858*4858*4858*0*401*336
Results\SingleMachineCapVar2_GLSP_CC_4_4\Data1-15-15-0,8-0,5-100-100-100-4,dat*4*4*3,233*5988*5988*5988*0*401*336
Results\SingleMachineCapVar2_GLSP_CC_4_4\Data1-15-15-0,8-0,5-50-100-100-0,dat*4*4*2,808*3650*3650*3650*0*401*336
Results\SingleMachineCapVar2_GLSP_CC_4_4\Data1-15-15-0,8-0,5-50-100-100-1,dat*4*4*3,423*3074*3074*3074*0*401*336
Results\SingleMachineCapVar2_GLSP_CC_4_4\Data1-15-15-0,8-0,5-50-100-100-2,dat*4*4*2,375*3500*3500*3500*0*401*336
Results\SingleMachineCapVar2_GLSP_CC_4_4\Data1-15-15-0,8-0,5-50-100-100-3,dat*4*4*3,01*3102*3102*3102*0*401*336
Results\SingleMachineCapVar2_GLSP_CC_4_4\Data1-15-15-0,8-0,5-50-100-100-4,dat*4*4*3,218*3842*3842*3842*0*401*336
