Name,P,T,GLSP_CPU,GLSP_Solve,GLSP_LB,GLSP_UB,GLSP_Obj,GLSP_Gap, 
Results\SingleMachineCapVar2_5_5\Data1-15-15-0.6-0.5-100-100-100-0.dat,5,5,608.769,608,6423.92,9740,9740,0.34046
Results\SingleMachineCapVar2_5_5\Data1-15-15-0.6-0.5-100-100-100-1.dat,5,5,602.672,602,6446.31,7687,7687,0.161401
Results\SingleMachineCapVar2_5_5\Data1-15-15-0.6-0.5-100-100-100-2.dat,5,5,605.191,605,6423.25,9129,9129,0.296391
Results\SingleMachineCapVar2_5_5\Data1-15-15-0.6-0.5-100-100-100-3.dat,5,5,607.85,607,6173.62,8431,8431,0.267748
Results\SingleMachineCapVar2_5_5\Data1-15-15-0.6-0.5-100-100-100-4.dat,5,5,605.911,605,6153.89,9974,9974,0.383007
Results\SingleMachineCapVar2_5_5\Data1-15-15-0.6-0.5-50-100-100-0.dat,5,5,609.425,609,3275.21,5989,5989,0.453128
Results\SingleMachineCapVar2_5_5\Data1-15-15-0.6-0.5-50-100-100-1.dat,5,5,608.141,608,3261.46,4883,4883,0.332078
Results\SingleMachineCapVar2_5_5\Data1-15-15-0.6-0.5-50-100-100-2.dat,5,5,607.702,607,3674.36,5698,5698,0.35515
Results\SingleMachineCapVar2_5_5\Data1-15-15-0.6-0.5-50-100-100-3.dat,5,5,608.19,608,3266.77,5424,5424,0.397718
Results\SingleMachineCapVar2_5_5\Data1-15-15-0.6-0.5-50-100-100-4.dat,5,5,605.81,605,3483.55,6078,6078,0.426859
Results\SingleMachineCapVar2_5_5\Data1-15-15-0.8-0.5-100-100-100-0.dat,5,5,606.786,606,6423.49,9740,9740,0.340504
Results\SingleMachineCapVar2_5_5\Data1-15-15-0.8-0.5-100-100-100-1.dat,5,5,606.807,606,6489.78,7687,7687,0.155747
Results\SingleMachineCapVar2_5_5\Data1-15-15-0.8-0.5-100-100-100-2.dat,5,5,604.937,604,6426.6,9139,9139,0.296794
Results\SingleMachineCapVar2_5_5\Data1-15-15-0.8-0.5-100-100-100-3.dat,5,5,608.417,608,6176.27,8494,8494,0.272867
Results\SingleMachineCapVar2_5_5\Data1-15-15-0.8-0.5-100-100-100-4.dat,5,5,605.872,605,6149.88,9944,9944,0.381548
Results\SingleMachineCapVar2_5_5\Data1-15-15-0.8-0.5-50-100-100-0.dat,5,5,609.754,609,3263.86,5989,5989,0.455025
Results\SingleMachineCapVar2_5_5\Data1-15-15-0.8-0.5-50-100-100-1.dat,5,5,608.299,608,3261.45,4883,4883,0.33208
Results\SingleMachineCapVar2_5_5\Data1-15-15-0.8-0.5-50-100-100-2.dat,5,5,608.1,608,3676.09,5698,5698,0.354845
Results\SingleMachineCapVar2_5_5\Data1-15-15-0.8-0.5-50-100-100-3.dat,5,5,608.176,608,3266.77,5424,5424,0.397718
Results\SingleMachineCapVar2_5_5\Data1-15-15-0.8-0.5-50-100-100-4.dat,5,5,606.343,606,3483.55,6073,6073,0.426387
