Name*P*T*TwoPhase_Callback_Cut*TwoPhase_CPU*TwoPhase_LB*TwoPhase_UB*TwoPhase_Obj*TwoPhase_Gap*TwoPhase_Callback_CPU*TwoPhase_Callback_Call*SP_Cons_CPU*SP_Solve_CPU*Nconsts*Nvars* 
Results\SingleMachineCapVar2_TwoPhase_Callback_5_10\Data1-15-15-0,6-0,5-100-100-100-0,dat*5*10*2281*600,017*8134,6*8328*8328*0,0232228*3,881*2295*0*3,024*492*162
Results\SingleMachineCapVar2_TwoPhase_Callback_5_10\Data1-15-15-0,6-0,5-100-100-100-1,dat*5*10*2889*600,032*6085,39*7198*7198*0,154572*2,641*2911*0*0,929*492*162
Results\SingleMachineCapVar2_TwoPhase_Callback_5_10\Data1-15-15-0,6-0,5-100-100-100-2,dat*5*10*8308*600,088*7200,14*7909*7909*0,0896274*17,397*8310*0*13,94*492*162
Results\SingleMachineCapVar2_TwoPhase_Callback_5_10\Data1-15-15-0,6-0,5-100-100-100-3,dat*5*10*8367*600,042*6264,92*8047*8047*0,221458*10,39*8386*0*7,798*492*162
Results\SingleMachineCapVar2_TwoPhase_Callback_5_10\Data1-15-15-0,6-0,5-100-100-100-4,dat*5*10*4124*600,041*7877,14*8192*8192*0,0384348*9,176*4125*0*7,697*492*162
Results\SingleMachineCapVar2_TwoPhase_Callback_5_10\Data1-15-15-0,6-0,5-50-100-100-0,dat*5*10*160*0,497*4358,72*4359*4359*6,4845e-05*0,451*163*0*0,374*492*162
Results\SingleMachineCapVar2_TwoPhase_Callback_5_10\Data1-15-15-0,6-0,5-50-100-100-1,dat*5*10*8850*600,079*3993,16*4096*4096*0,0251083*16,049*8860*0*11,857*492*162
Results\SingleMachineCapVar2_TwoPhase_Callback_5_10\Data1-15-15-0,6-0,5-50-100-100-2,dat*5*10*75*0,321*3964,81*3965*3965*4,85068e-05*0,236*76*0*0,2*492*162
Results\SingleMachineCapVar2_TwoPhase_Callback_5_10\Data1-15-15-0,6-0,5-50-100-100-3,dat*5*10*1523*9,172*4273,59*4274*4274*9,52544e-05*3,445*1528*0,001*2,71*492*162
Results\SingleMachineCapVar2_TwoPhase_Callback_5_10\Data1-15-15-0,6-0,5-50-100-100-4,dat*5*10*93*0,297*4100,6*4101*4101*9,7691e-05*0,304*94*0*0,245*492*162
Results\SingleMachineCapVar2_TwoPhase_Callback_5_10\Data1-15-15-0,8-0,5-100-100-100-0,dat*5*10*2349*600,01*8077,64*8328*8328*0,0300627*4,22*2362*0*3,127*492*162
Results\SingleMachineCapVar2_TwoPhase_Callback_5_10\Data1-15-15-0,8-0,5-100-100-100-1,dat*5*10*2287*600,015*6223,23*7229*7229*0,139129*2,383*2313*0*1,118*492*162
Results\SingleMachineCapVar2_TwoPhase_Callback_5_10\Data1-15-15-0,8-0,5-100-100-100-2,dat*5*10*8178*600,064*7036,69*7909*7909*0,110294*17,137*8180*0*13,238*492*162
Results\SingleMachineCapVar2_TwoPhase_Callback_5_10\Data1-15-15-0,8-0,5-100-100-100-3,dat*5*10*11437*600,089*6204*8059*8059*0,230177*14,381*11457*0*10,466*492*162
Results\SingleMachineCapVar2_TwoPhase_Callback_5_10\Data1-15-15-0,8-0,5-100-100-100-4,dat*5*10*3859*600,034*7623,6*8192*8192*0,0693846*8,669*3860*0*7,302*492*162
Results\SingleMachineCapVar2_TwoPhase_Callback_5_10\Data1-15-15-0,8-0,5-50-100-100-0,dat*5*10*142*0,525*4358,71*4359*4359*6,60512e-05*0,39*145*0*0,331*492*162
Results\SingleMachineCapVar2_TwoPhase_Callback_5_10\Data1-15-15-0,8-0,5-50-100-100-1,dat*5*10*9588*600,045*3941,31*4092*4092*0,0368264*15,704*9604*0*11,893*492*162
Results\SingleMachineCapVar2_TwoPhase_Callback_5_10\Data1-15-15-0,8-0,5-50-100-100-2,dat*5*10*81*0,326*3965*3965*3965*0*0,277*82*0*0,223*492*162
Results\SingleMachineCapVar2_TwoPhase_Callback_5_10\Data1-15-15-0,8-0,5-50-100-100-3,dat*5*10*1569*16,035*4273,59*4274*4274*9,50371e-05*3,547*1573*0*2,884*492*162
Results\SingleMachineCapVar2_TwoPhase_Callback_5_10\Data1-15-15-0,8-0,5-50-100-100-4,dat*5*10*92*0,295*4101*4101*4101*0*0,301*93*0*0,251*492*162
