Name,P,T,TwoPhase_Callback_Cut,TwoPhase_CPU,TwoPhase_LB,TwoPhase_UB,TwoPhase_Obj,TwoPhase_Gap,TwoPhase_Callback_CPU,TwoPhase_Callback_Call,SP_Cons_CPU,SP_Solve_CPU,Nconsts,Nvars, 
Results\SingleMachineCapVar2_TwoPhase_Callback_15_10\Data1-15-15-0.6-0.5-100-100-100-0.dat,15,10,2689,600.438,8289.65,25172,25172,0.67068,948.497,2698,0,938.442,1412,462
Results\SingleMachineCapVar2_TwoPhase_Callback_15_10\Data1-15-15-0.6-0.5-100-100-100-1.dat,15,10,2828,600.362,8446.24,25082,25082,0.663255,951.898,2837,0,941.327,1412,462
Results\SingleMachineCapVar2_TwoPhase_Callback_15_10\Data1-15-15-0.6-0.5-100-100-100-2.dat,15,10,2699,600.179,8884.22,24425,24425,0.636265,943.875,2711,0,933.8,1412,462
Results\SingleMachineCapVar2_TwoPhase_Callback_15_10\Data1-15-15-0.6-0.5-100-100-100-3.dat,15,10,2959,600.267,8221.17,24298,24298,0.661652,974.699,2966,0,964.337,1412,462
Results\SingleMachineCapVar2_TwoPhase_Callback_15_10\Data1-15-15-0.6-0.5-100-100-100-4.dat,15,10,2586,600.148,7946.57,25109,25109,0.683517,958.75,2595,0,948.287,1412,462
Results\SingleMachineCapVar2_TwoPhase_Callback_15_10\Data1-15-15-0.6-0.5-50-100-100-0.dat,15,10,2189,600.501,6313.25,12874,12874,0.509612,1040.37,2191,0,1033.58,1412,462
Results\SingleMachineCapVar2_TwoPhase_Callback_15_10\Data1-15-15-0.6-0.5-50-100-100-1.dat,15,10,2562,600.079,6314.65,12939,12939,0.511968,1111.91,2564,0,1103.69,1412,462
Results\SingleMachineCapVar2_TwoPhase_Callback_15_10\Data1-15-15-0.6-0.5-50-100-100-2.dat,15,10,1750,600.086,7089.57,12521,12521,0.433786,817.577,1758,0,811.37,1412,462
Results\SingleMachineCapVar2_TwoPhase_Callback_15_10\Data1-15-15-0.6-0.5-50-100-100-3.dat,15,10,2302,600.434,6064.3,12589,12589,0.518286,1012.95,2303,0,1005.77,1412,462
Results\SingleMachineCapVar2_TwoPhase_Callback_15_10\Data1-15-15-0.6-0.5-50-100-100-4.dat,15,10,2143,600.524,6348.21,12725,12725,0.501123,978.369,2144,0,971.26,1412,462
Results\SingleMachineCapVar2_TwoPhase_Callback_15_10\Data1-15-15-0.8-0.5-100-100-100-0.dat,15,10,2424,600.275,8195.27,25393,25393,0.677263,915.144,2436,0,905.713,1412,462
Results\SingleMachineCapVar2_TwoPhase_Callback_15_10\Data1-15-15-0.8-0.5-100-100-100-1.dat,15,10,2858,600.369,7870.84,24752,24752,0.682012,954.827,2868,0,944.5,1412,462
Results\SingleMachineCapVar2_TwoPhase_Callback_15_10\Data1-15-15-0.8-0.5-100-100-100-2.dat,15,10,2677,600.208,8872.18,24273,24273,0.634483,924.39,2689,0,914.334,1412,462
Results\SingleMachineCapVar2_TwoPhase_Callback_15_10\Data1-15-15-0.8-0.5-100-100-100-3.dat,15,10,2753,600.138,7808.9,24375,24375,0.679635,931.321,2765,0,921.461,1412,462
Results\SingleMachineCapVar2_TwoPhase_Callback_15_10\Data1-15-15-0.8-0.5-100-100-100-4.dat,15,10,2433,600.114,7838.86,25163,25163,0.688477,926.212,2442,0,916.531,1412,462
Results\SingleMachineCapVar2_TwoPhase_Callback_15_10\Data1-15-15-0.8-0.5-50-100-100-0.dat,15,10,2159,600.466,6292.17,12888,12888,0.511781,1039.76,2161,0,1033.02,1412,462
Results\SingleMachineCapVar2_TwoPhase_Callback_15_10\Data1-15-15-0.8-0.5-50-100-100-1.dat,15,10,2268,601.073,5902.37,12951,12951,0.544254,1013.17,2269,0,1005.39,1412,462
Results\SingleMachineCapVar2_TwoPhase_Callback_15_10\Data1-15-15-0.8-0.5-50-100-100-2.dat,15,10,2143,600.346,7209.32,12581,12581,0.426967,876.105,2145,0,869.287,1412,462
Results\SingleMachineCapVar2_TwoPhase_Callback_15_10\Data1-15-15-0.8-0.5-50-100-100-3.dat,15,10,2301,600.346,5988.71,12568,12568,0.523495,1010.72,2303,0,1003.68,1412,462
Results\SingleMachineCapVar2_TwoPhase_Callback_15_10\Data1-15-15-0.8-0.5-50-100-100-4.dat,15,10,2211,600.049,6229.79,12725,12725,0.510429,1041.36,2212,0,1034.34,1412,462
