Name,P,T,GLSP_CPU,GLSP_Solve,GLSP_LB,GLSP_UB,GLSP_Obj,GLSP_Gap, 
Results\SingleMachineCapVar2_10_5\Data1-15-15-0.6-0.5-100-100-100-0.dat,10,5,604.583,604,16022.9,20381,20381,0.213831
Results\SingleMachineCapVar2_10_5\Data1-15-15-0.6-0.5-100-100-100-1.dat,10,5,603.758,603,16037.5,18234,18234,0.120463
Results\SingleMachineCapVar2_10_5\Data1-15-15-0.6-0.5-100-100-100-2.dat,10,5,605.319,605,16290.2,19854,19854,0.179502
Results\SingleMachineCapVar2_10_5\Data1-15-15-0.6-0.5-100-100-100-3.dat,10,5,600.807,600,14367.4,17719,17719,0.189155
Results\SingleMachineCapVar2_10_5\Data1-15-15-0.6-0.5-100-100-100-4.dat,10,5,605.216,605,15681.2,20013,20013,0.216448
Results\SingleMachineCapVar2_10_5\Data1-15-15-0.6-0.5-50-100-100-0.dat,10,5,600.906,600,10967.7,12326,12326,0.110195
Results\SingleMachineCapVar2_10_5\Data1-15-15-0.6-0.5-50-100-100-1.dat,10,5,603.366,603,9351.37,10978,10978,0.148172
Results\SingleMachineCapVar2_10_5\Data1-15-15-0.6-0.5-50-100-100-2.dat,10,5,604.315,604,11094.9,12070,12070,0.080787
Results\SingleMachineCapVar2_10_5\Data1-15-15-0.6-0.5-50-100-100-3.dat,10,5,604.979,605,9626.66,11464,11464,0.16027
Results\SingleMachineCapVar2_10_5\Data1-15-15-0.6-0.5-50-100-100-4.dat,10,5,600.835,600,11206.8,12155,12155,0.0780071
Results\SingleMachineCapVar2_10_5\Data1-15-15-0.8-0.5-100-100-100-0.dat,10,5,604.451,604,17207.7,20604,20604,0.164837
Results\SingleMachineCapVar2_10_5\Data1-15-15-0.8-0.5-100-100-100-1.dat,10,5,604.277,604,14740.3,18255,18255,0.192531
Results\SingleMachineCapVar2_10_5\Data1-15-15-0.8-0.5-100-100-100-2.dat,10,5,604.857,604,16680.9,20153,20153,0.172286
Results\SingleMachineCapVar2_10_5\Data1-15-15-0.8-0.5-100-100-100-3.dat,10,5,604.411,604,14168.1,18300,18300,0.225788
Results\SingleMachineCapVar2_10_5\Data1-15-15-0.8-0.5-100-100-100-4.dat,10,5,600.423,600,16023.7,20067,20067,0.201491
Results\SingleMachineCapVar2_10_5\Data1-15-15-0.8-0.5-50-100-100-0.dat,10,5,604.271,604,10199.8,12379,12379,0.176038
Results\SingleMachineCapVar2_10_5\Data1-15-15-0.8-0.5-50-100-100-1.dat,10,5,604.765,604,8385.67,11079,11079,0.243102
Results\SingleMachineCapVar2_10_5\Data1-15-15-0.8-0.5-50-100-100-2.dat,10,5,604.368,604,9663.51,12186,12186,0.206999
Results\SingleMachineCapVar2_10_5\Data1-15-15-0.8-0.5-50-100-100-3.dat,10,5,603.683,603,9944.74,11242,11242,0.115394
Results\SingleMachineCapVar2_10_5\Data1-15-15-0.8-0.5-50-100-100-4.dat,10,5,604.951,605,10073.3,12167,12167,0.172082
