Name,P,T,GLSP_CPU,GLSP_Solve,GLSP_LB,GLSP_UB,GLSP_Obj,GLSP_Gap, 
Results\SingleMachineCapVar2_15_10\Data1-15-15-0.6-0.5-100-100-100-0.dat,15,10,601.008,601,32299.7,67405,67405,0.520812
Results\SingleMachineCapVar2_15_10\Data1-15-15-0.6-0.5-100-100-100-1.dat,15,10,600.892,601,30178.7,68768,68768,0.561151
Results\SingleMachineCapVar2_15_10\Data1-15-15-0.6-0.5-100-100-100-2.dat,15,10,600.884,601,31102.3,69389,69389,0.551768
Results\SingleMachineCapVar2_15_10\Data1-15-15-0.6-0.5-100-100-100-3.dat,15,10,601.016,601,28363.4,69158,69158,0.589876
Results\SingleMachineCapVar2_15_10\Data1-15-15-0.6-0.5-100-100-100-4.dat,15,10,600.82,601,32507.1,71358,71358,0.54445
Results\SingleMachineCapVar2_15_10\Data1-15-15-0.6-0.5-50-100-100-0.dat,15,10,600.639,600,20692.9,45025,45025,0.540413
Results\SingleMachineCapVar2_15_10\Data1-15-15-0.6-0.5-50-100-100-1.dat,15,10,600.924,601,22020.7,49408,49408,0.55431
Results\SingleMachineCapVar2_15_10\Data1-15-15-0.6-0.5-50-100-100-2.dat,15,10,601.056,601,22081.4,41691,41691,0.470357
Results\SingleMachineCapVar2_15_10\Data1-15-15-0.6-0.5-50-100-100-3.dat,15,10,600.875,601,19710.1,46423,46423,0.575424
Results\SingleMachineCapVar2_15_10\Data1-15-15-0.6-0.5-50-100-100-4.dat,15,10,601.058,601,23924.4,44422,44422,0.461429
Results\SingleMachineCapVar2_15_10\Data1-15-15-0.8-0.5-100-100-100-0.dat,15,10,600.899,601,24936.8,81301,81301,0.693278
Results\SingleMachineCapVar2_15_10\Data1-15-15-0.8-0.5-100-100-100-1.dat,15,10,600.917,601,26973.5,70645,70645,0.618182
Results\SingleMachineCapVar2_15_10\Data1-15-15-0.8-0.5-100-100-100-2.dat,15,10,600.967,601,33370,75647,75647,0.558872
Results\SingleMachineCapVar2_15_10\Data1-15-15-0.8-0.5-100-100-100-3.dat,15,10,600.747,601,30228.3,81951,81951,0.631141
Results\SingleMachineCapVar2_15_10\Data1-15-15-0.8-0.5-100-100-100-4.dat,15,10,600.939,601,32302.3,82394,82394,0.607954
Results\SingleMachineCapVar2_15_10\Data1-15-15-0.8-0.5-50-100-100-0.dat,15,10,600.667,600,18938.7,52630,52630,0.640153
Results\SingleMachineCapVar2_15_10\Data1-15-15-0.8-0.5-50-100-100-1.dat,15,10,601.138,601,22347.7,46099,46099,0.515223
Results\SingleMachineCapVar2_15_10\Data1-15-15-0.8-0.5-50-100-100-2.dat,15,10,600.707,601,23532.7,45954,45954,0.487908
Results\SingleMachineCapVar2_15_10\Data1-15-15-0.8-0.5-50-100-100-3.dat,15,10,600.66,600,23865.4,50469,50469,0.527127
Results\SingleMachineCapVar2_15_10\Data1-15-15-0.8-0.5-50-100-100-4.dat,15,10,600.693,601,23841.6,52702,52702,0.547615
