Name*P*T*GLSP_CPU*GLSP_LB*GLSP_UB*GLSP_Obj*GLSP_Gap*Nconsts*Nvars* 
Results\SingleMachineCapVar2_GLSP_TF_5_5\Data1-15-15-0,6-0,5-100-100-100-0,dat*5*5*3,909*9692,28*9693*9693*7,45049e-05*396*1025
Results\SingleMachineCapVar2_GLSP_TF_5_5\Data1-15-15-0,6-0,5-100-100-100-1,dat*5*5*11,738*7686,24*7687*7687*9,928e-05*396*1025
Results\SingleMachineCapVar2_GLSP_TF_5_5\Data1-15-15-0,6-0,5-100-100-100-2,dat*5*5*4,611*9128,73*9129*9129*2,97572e-05*396*1025
Results\SingleMachineCapVar2_GLSP_TF_5_5\Data1-15-15-0,6-0,5-100-100-100-3,dat*5*5*6,672*8430,25*8431*8431*8,9517e-05*396*1025
Results\SingleMachineCapVar2_GLSP_TF_5_5\Data1-15-15-0,6-0,5-100-100-100-4,dat*5*5*10,087*9798,26*9799*9799*7,55574e-05*396*1025
Results\SingleMachineCapVar2_GLSP_TF_5_5\Data1-15-15-0,6-0,5-50-100-100-0,dat*5*5*3,68*5988,44*5989*5989*9,28284e-05*396*1025
Results\SingleMachineCapVar2_GLSP_TF_5_5\Data1-15-15-0,6-0,5-50-100-100-1,dat*5*5*5,293*4882,75*4883*4883*5,11014e-05*396*1025
Results\SingleMachineCapVar2_GLSP_TF_5_5\Data1-15-15-0,6-0,5-50-100-100-2,dat*5*5*3,893*5687,5*5688*5688*8,79044e-05*396*1025
Results\SingleMachineCapVar2_GLSP_TF_5_5\Data1-15-15-0,6-0,5-50-100-100-3,dat*5*5*3,854*5423,59*5424*5424*7,49926e-05*396*1025
Results\SingleMachineCapVar2_GLSP_TF_5_5\Data1-15-15-0,6-0,5-50-100-100-4,dat*5*5*3,257*6073*6073*6073*0*396*1025
Results\SingleMachineCapVar2_GLSP_TF_5_5\Data1-15-15-0,8-0,5-100-100-100-0,dat*5*5*4,115*9692,14*9693*9693*8,87418e-05*396*1025
Results\SingleMachineCapVar2_GLSP_TF_5_5\Data1-15-15-0,8-0,5-100-100-100-1,dat*5*5*9,352*7686,24*7687*7687*9,82356e-05*396*1025
Results\SingleMachineCapVar2_GLSP_TF_5_5\Data1-15-15-0,8-0,5-100-100-100-2,dat*5*5*4,457*9129*9129*9129*0*396*1025
Results\SingleMachineCapVar2_GLSP_TF_5_5\Data1-15-15-0,8-0,5-100-100-100-3,dat*5*5*4,843*8430,17*8431*8431*9,7982e-05*396*1025
Results\SingleMachineCapVar2_GLSP_TF_5_5\Data1-15-15-0,8-0,5-100-100-100-4,dat*5*5*7,609*9798,02*9799*9799*9,99986e-05*396*1025
Results\SingleMachineCapVar2_GLSP_TF_5_5\Data1-15-15-0,8-0,5-50-100-100-0,dat*5*5*4,946*5988,55*5989*5989*7,48915e-05*396*1025
Results\SingleMachineCapVar2_GLSP_TF_5_5\Data1-15-15-0,8-0,5-50-100-100-1,dat*5*5*4,372*4882,57*4883*4883*8,88658e-05*396*1025
Results\SingleMachineCapVar2_GLSP_TF_5_5\Data1-15-15-0,8-0,5-50-100-100-2,dat*5*5*3,369*5688*5688*5688*0*396*1025
Results\SingleMachineCapVar2_GLSP_TF_5_5\Data1-15-15-0,8-0,5-50-100-100-3,dat*5*5*5,6*5423,68*5424*5424*5,89142e-05*396*1025
Results\SingleMachineCapVar2_GLSP_TF_5_5\Data1-15-15-0,8-0,5-50-100-100-4,dat*5*5*3,114*6073*6073*6073*0*396*1025
