Name*P*T*GLSP_CPU*GLSP_LB*GLSP_UB*GLSP_Obj*GLSP_Gap*Nconsts*Nvars* 
Results\SingleMachineCapVar2_GLSP_TF_4_4\Data1-15-15-0,6-0,5-100-100-100-0,dat*4*4*1,566*5577*5577*5577*0*205*464
Results\SingleMachineCapVar2_GLSP_TF_4_4\Data1-15-15-0,6-0,5-100-100-100-1,dat*4*4*2,028*4921*4921*4921*0*205*464
Results\SingleMachineCapVar2_GLSP_TF_4_4\Data1-15-15-0,6-0,5-100-100-100-2,dat*4*4*1,493*5475*5475*5475*0*205*464
Results\SingleMachineCapVar2_GLSP_TF_4_4\Data1-15-15-0,6-0,5-100-100-100-3,dat*4*4*1,674*4858*4858*4858*0*205*464
Results\SingleMachineCapVar2_GLSP_TF_4_4\Data1-15-15-0,6-0,5-100-100-100-4,dat*4*4*1,333*5988*5988*5988*0*205*464
Results\SingleMachineCapVar2_GLSP_TF_4_4\Data1-15-15-0,6-0,5-50-100-100-0,dat*4*4*1,432*3650*3650*3650*0*205*464
Results\SingleMachineCapVar2_GLSP_TF_4_4\Data1-15-15-0,6-0,5-50-100-100-1,dat*4*4*1,33*3074*3074*3074*0*205*464
Results\SingleMachineCapVar2_GLSP_TF_4_4\Data1-15-15-0,6-0,5-50-100-100-2,dat*4*4*1,207*3500*3500*3500*0*205*464
Results\SingleMachineCapVar2_GLSP_TF_4_4\Data1-15-15-0,6-0,5-50-100-100-3,dat*4*4*1,427*3102*3102*3102*0*205*464
Results\SingleMachineCapVar2_GLSP_TF_4_4\Data1-15-15-0,6-0,5-50-100-100-4,dat*4*4*1,238*3842*3842*3842*0*205*464
Results\SingleMachineCapVar2_GLSP_TF_4_4\Data1-15-15-0,8-0,5-100-100-100-0,dat*4*4*1,366*5577*5577*5577*0*205*464
Results\SingleMachineCapVar2_GLSP_TF_4_4\Data1-15-15-0,8-0,5-100-100-100-1,dat*4*4*1,585*4921*4921*4921*0*205*464
Results\SingleMachineCapVar2_GLSP_TF_4_4\Data1-15-15-0,8-0,5-100-100-100-2,dat*4*4*1,754*5475*5475*5475*0*205*464
Results\SingleMachineCapVar2_GLSP_TF_4_4\Data1-15-15-0,8-0,5-100-100-100-3,dat*4*4*1,11*4858*4858*4858*0*205*464
Results\SingleMachineCapVar2_GLSP_TF_4_4\Data1-15-15-0,8-0,5-100-100-100-4,dat*4*4*1,709*5988*5988*5988*0*205*464
Results\SingleMachineCapVar2_GLSP_TF_4_4\Data1-15-15-0,8-0,5-50-100-100-0,dat*4*4*1,336*3650*3650*3650*0*205*464
Results\SingleMachineCapVar2_GLSP_TF_4_4\Data1-15-15-0,8-0,5-50-100-100-1,dat*4*4*1,642*3074*3074*3074*0*205*464
Results\SingleMachineCapVar2_GLSP_TF_4_4\Data1-15-15-0,8-0,5-50-100-100-2,dat*4*4*2,127*3500*3500*3500*0*205*464
Results\SingleMachineCapVar2_GLSP_TF_4_4\Data1-15-15-0,8-0,5-50-100-100-3,dat*4*4*1,496*3102*3102*3102*0*205*464
Results\SingleMachineCapVar2_GLSP_TF_4_4\Data1-15-15-0,8-0,5-50-100-100-4,dat*4*4*1,104*3842*3842*3842*0*205*464
