Name,P,T,GLSP_CPU,GLSP_LB,GLSP_UB,GLSP_Obj,GLSP_Gap,Nconsts,Nvars, 
Results\SingleMachineCapVar2_GLSP_NF_5_10\Data1-15-15-0.6-0.5-100-100-100-0.dat,5,10,107.983,11988.8,11990,11990,9.99179e-05,3355,1800
Results\SingleMachineCapVar2_GLSP_NF_5_10\Data1-15-15-0.6-0.5-100-100-100-1.dat,5,10,80.19,9666.04,9667,9667,9.9686e-05,3355,1800
Results\SingleMachineCapVar2_GLSP_NF_5_10\Data1-15-15-0.6-0.5-100-100-100-2.dat,5,10,13.955,11376,11377,11377,8.86541e-05,3355,1800
Results\SingleMachineCapVar2_GLSP_NF_5_10\Data1-15-15-0.6-0.5-100-100-100-3.dat,5,10,202.99,10588.9,10590,10590,9.9975e-05,3355,1800
Results\SingleMachineCapVar2_GLSP_NF_5_10\Data1-15-15-0.6-0.5-100-100-100-4.dat,5,10,10.727,12085.8,12087,12087,9.90593e-05,3355,1800
Results\SingleMachineCapVar2_GLSP_NF_5_10\Data1-15-15-0.6-0.5-50-100-100-0.dat,5,10,8.78,6371.38,6372,6372,9.80579e-05,3355,1800
Results\SingleMachineCapVar2_GLSP_NF_5_10\Data1-15-15-0.6-0.5-50-100-100-1.dat,5,10,19.045,5656.47,5657,5657,9.44611e-05,3355,1800
Results\SingleMachineCapVar2_GLSP_NF_5_10\Data1-15-15-0.6-0.5-50-100-100-2.dat,5,10,8.144,5935.92,5936,5936,1.38906e-05,3355,1800
Results\SingleMachineCapVar2_GLSP_NF_5_10\Data1-15-15-0.6-0.5-50-100-100-3.dat,5,10,15.352,6203.39,6204,6204,9.88728e-05,3355,1800
Results\SingleMachineCapVar2_GLSP_NF_5_10\Data1-15-15-0.6-0.5-50-100-100-4.dat,5,10,9.363,6141.51,6142,6142,7.93262e-05,3355,1800
Results\SingleMachineCapVar2_GLSP_NF_5_10\Data1-15-15-0.8-0.5-100-100-100-0.dat,5,10,164.562,11988.8,11990,11990,9.99565e-05,3355,1800
Results\SingleMachineCapVar2_GLSP_NF_5_10\Data1-15-15-0.8-0.5-100-100-100-1.dat,5,10,106.525,9666.03,9667,9667,9.98521e-05,3355,1800
Results\SingleMachineCapVar2_GLSP_NF_5_10\Data1-15-15-0.8-0.5-100-100-100-2.dat,5,10,9.047,11376,11377,11377,8.54706e-05,3355,1800
Results\SingleMachineCapVar2_GLSP_NF_5_10\Data1-15-15-0.8-0.5-100-100-100-3.dat,5,10,92.769,10588.9,10590,10590,9.98721e-05,3355,1800
Results\SingleMachineCapVar2_GLSP_NF_5_10\Data1-15-15-0.8-0.5-100-100-100-4.dat,5,10,10.205,12086,12087,12087,8.20501e-05,3355,1800
Results\SingleMachineCapVar2_GLSP_NF_5_10\Data1-15-15-0.8-0.5-50-100-100-0.dat,5,10,6.883,6371.75,6372,6372,3.87311e-05,3355,1800
Results\SingleMachineCapVar2_GLSP_NF_5_10\Data1-15-15-0.8-0.5-50-100-100-1.dat,5,10,7.672,5656.54,5657,5657,8.17122e-05,3355,1800
Results\SingleMachineCapVar2_GLSP_NF_5_10\Data1-15-15-0.8-0.5-50-100-100-2.dat,5,10,8.937,5935.55,5936,5936,7.56675e-05,3355,1800
Results\SingleMachineCapVar2_GLSP_NF_5_10\Data1-15-15-0.8-0.5-50-100-100-3.dat,5,10,17.586,6203.41,6204,6204,9.49549e-05,3355,1800
Results\SingleMachineCapVar2_GLSP_NF_5_10\Data1-15-15-0.8-0.5-50-100-100-4.dat,5,10,8.651,6141.85,6142,6142,2.46478e-05,3355,1800
