Name,P,T,GLSP_CPU,GLSP_LB,GLSP_UB,GLSP_Obj,GLSP_Gap,Nconsts,Nvars, 
Results\SingleMachineCapVar2_GLSP_NF_10_10\Data1-15-15-0.6-0.5-100-100-100-0.dat,10,10,604.295,18533.7,25691,25691,0.278592,13200,12100
Results\SingleMachineCapVar2_GLSP_NF_10_10\Data1-15-15-0.6-0.5-100-100-100-1.dat,10,10,605.243,14948.5,23766,23766,0.371012,13200,12100
Results\SingleMachineCapVar2_GLSP_NF_10_10\Data1-15-15-0.6-0.5-100-100-100-2.dat,10,10,600.56,18117.5,25265,25265,0.282901,13200,12100
Results\SingleMachineCapVar2_GLSP_NF_10_10\Data1-15-15-0.6-0.5-100-100-100-3.dat,10,10,602.744,14930,23067,23067,0.352757,13200,12100
Results\SingleMachineCapVar2_GLSP_NF_10_10\Data1-15-15-0.6-0.5-100-100-100-4.dat,10,10,605.09,18320.1,25594,25594,0.284203,13200,12100
Results\SingleMachineCapVar2_GLSP_NF_10_10\Data1-15-15-0.6-0.5-50-100-100-0.dat,10,10,601.619,10380.8,13598,13598,0.236597,13200,12100
Results\SingleMachineCapVar2_GLSP_NF_10_10\Data1-15-15-0.6-0.5-50-100-100-1.dat,10,10,604.185,9126.16,12777,12777,0.285735,13200,12100
Results\SingleMachineCapVar2_GLSP_NF_10_10\Data1-15-15-0.6-0.5-50-100-100-2.dat,10,10,601.063,9875,13992,13992,0.29424,13200,12100
Results\SingleMachineCapVar2_GLSP_NF_10_10\Data1-15-15-0.6-0.5-50-100-100-3.dat,10,10,600.589,9673.63,13489,13489,0.28285,13200,12100
Results\SingleMachineCapVar2_GLSP_NF_10_10\Data1-15-15-0.6-0.5-50-100-100-4.dat,10,10,600.603,10696.1,13194,13194,0.18932,13200,12100
Results\SingleMachineCapVar2_GLSP_NF_10_10\Data1-15-15-0.8-0.5-100-100-100-0.dat,10,10,604.818,18484.3,25601,25601,0.277986,13200,12100
Results\SingleMachineCapVar2_GLSP_NF_10_10\Data1-15-15-0.8-0.5-100-100-100-1.dat,10,10,600.426,15097.4,23165,23165,0.348268,13200,12100
Results\SingleMachineCapVar2_GLSP_NF_10_10\Data1-15-15-0.8-0.5-100-100-100-2.dat,10,10,603.855,16527.3,25642,25642,0.355459,13200,12100
Results\SingleMachineCapVar2_GLSP_NF_10_10\Data1-15-15-0.8-0.5-100-100-100-3.dat,10,10,600.707,14446.6,22974,22974,0.371175,13200,12100
Results\SingleMachineCapVar2_GLSP_NF_10_10\Data1-15-15-0.8-0.5-100-100-100-4.dat,10,10,600.548,16421.1,25522,25522,0.35659,13200,12100
Results\SingleMachineCapVar2_GLSP_NF_10_10\Data1-15-15-0.8-0.5-50-100-100-0.dat,10,10,602.693,10431.6,13816,13816,0.244965,13200,12100
Results\SingleMachineCapVar2_GLSP_NF_10_10\Data1-15-15-0.8-0.5-50-100-100-1.dat,10,10,600.841,8603.08,12974,12974,0.336899,13200,12100
Results\SingleMachineCapVar2_GLSP_NF_10_10\Data1-15-15-0.8-0.5-50-100-100-2.dat,10,10,601.443,10110.8,13440,13440,0.24771,13200,12100
Results\SingleMachineCapVar2_GLSP_NF_10_10\Data1-15-15-0.8-0.5-50-100-100-3.dat,10,10,600.564,9711.43,13419,13419,0.276292,13200,12100
Results\SingleMachineCapVar2_GLSP_NF_10_10\Data1-15-15-0.8-0.5-50-100-100-4.dat,10,10,600.656,10448,13841,13841,0.245143,13200,12100
